,age,delay_sum,model
9892,3.0,8.0,757-224
9897,3.0,25.0,757-224
9899,3.0,15.0,757-224
9902,3.0,8.0,757-224
9905,3.0,110.0,757-224
9913,3.0,24.0,757-224
9915,3.0,2.0,757-224
9916,3.0,5.0,757-224
9920,3.0,18.0,757-224
9922,3.0,68.0,757-224
9923,3.0,6.0,757-224
9924,3.0,25.0,757-224
9932,3.0,1.0,757-224
9936,3.0,32.0,757-224
9937,3.0,27.0,757-224
9945,3.0,1.0,757-224
9947,3.0,4.0,757-224
9949,3.0,25.0,757-224
9950,3.0,1.0,757-224
9952,3.0,15.0,757-224
9954,3.0,102.0,757-224
9956,3.0,6.0,757-224
9957,3.0,1.0,757-224
9958,3.0,301.0,757-224
9961,3.0,24.0,757-224
9962,3.0,46.0,757-224
9963,3.0,5.0,757-224
9964,3.0,154.0,757-224
9965,3.0,136.0,757-224
9975,3.0,1.0,757-224
9979,3.0,58.0,757-224
9980,3.0,23.0,757-224
9982,3.0,19.0,757-224
9983,3.0,17.0,757-224
9984,3.0,15.0,757-224
9992,3.0,2.0,757-224
9996,3.0,7.0,757-224
9997,3.0,16.0,757-224
10000,3.0,36.0,757-224
10001,3.0,8.0,757-224
10002,3.0,2.0,757-224
10006,3.0,5.0,757-224
10013,3.0,16.0,757-224
10015,3.0,2.0,757-224
10016,3.0,55.0,757-224
10018,3.0,6.0,757-224
10019,3.0,5.0,757-224
10020,3.0,175.0,757-224
10024,3.0,31.0,757-224
10025,3.0,14.0,757-224
10028,3.0,12.0,757-224
10031,3.0,12.0,757-224
10033,3.0,6.0,757-224
10036,3.0,52.0,757-224
10037,3.0,4.0,757-224
10038,3.0,10.0,757-224
10039,3.0,5.0,757-224
10041,3.0,18.0,757-224
10042,3.0,14.0,757-224
10043,3.0,33.0,757-224
10044,3.0,11.0,757-224
10046,3.0,27.0,757-224
10049,3.0,8.0,757-224
10050,3.0,4.0,757-224
10053,3.0,14.0,757-224
10054,3.0,18.0,757-224
10056,3.0,12.0,757-224
10057,3.0,174.0,757-224
10059,3.0,149.0,757-224
10060,3.0,288.0,757-224
10063,3.0,1.0,757-224
10064,3.0,43.0,757-224
10065,3.0,10.0,757-224
10068,3.0,25.0,757-224
10071,3.0,37.0,757-224
10078,3.0,279.0,757-224
10080,3.0,68.0,757-224
10081,3.0,18.0,757-224
10082,3.0,209.0,757-224
10086,3.0,69.0,757-224
10088,3.0,274.0,757-224
10090,3.0,16.0,757-224
10091,3.0,8.0,757-224
10093,3.0,20.0,757-224
10094,3.0,32.0,757-224
10095,3.0,11.0,757-224
10096,3.0,14.0,757-224
10097,3.0,17.0,757-224
10098,3.0,34.0,757-224
10099,3.0,17.0,757-224
10101,3.0,1.0,757-224
10103,3.0,3.0,757-224
10104,3.0,326.0,757-224
10106,3.0,8.0,757-224
10107,3.0,20.0,757-224
10108,3.0,5.0,757-224
10110,3.0,4.0,757-224
10112,3.0,61.0,757-224
10113,3.0,20.0,757-224
10116,3.0,39.0,757-224
10117,3.0,16.0,757-224
10123,3.0,6.0,757-224
10125,3.0,15.0,757-224
10126,3.0,10.0,757-224
10134,3.0,6.0,757-224
10138,3.0,6.0,757-224
10141,3.0,5.0,757-224
10143,3.0,26.0,757-224
10154,3.0,7.0,757-224
10161,3.0,37.0,757-224
10162,3.0,2.0,757-224
10170,3.0,1576.0,757-224
10172,3.0,327.0,757-224
10173,3.0,24.0,757-224
10183,3.0,14.0,757-224
10185,3.0,4.0,757-224
10189,3.0,41.0,757-224
10190,3.0,17.0,757-224
10191,3.0,4.0,757-224
10192,3.0,72.0,757-224
10193,3.0,14.0,757-224
10198,3.0,2.0,757-224
10200,3.0,7.0,757-224
10204,3.0,440.0,757-224
10205,3.0,2.0,757-224
10207,3.0,32.0,757-224
10209,3.0,200.0,757-224
10212,3.0,3.0,757-224
10219,3.0,35.0,757-224
10220,3.0,4.0,757-224
10225,3.0,21.0,757-224
10226,3.0,4.0,757-224
10227,3.0,2.0,757-224
10229,3.0,16.0,757-224
10230,3.0,11.0,757-224
10231,3.0,95.0,757-224
10232,3.0,37.0,757-224
10236,3.0,39.0,757-224
10238,3.0,5.0,757-224
10239,3.0,43.0,757-224
10242,3.0,13.0,757-224
10245,3.0,4.0,757-224
10246,3.0,23.0,757-224
10247,3.0,9.0,757-224
10249,3.0,103.0,757-224
10250,3.0,46.0,757-224
10251,3.0,14.0,757-224
10252,3.0,43.0,757-224
10255,3.0,20.0,757-224
10266,3.0,1.0,757-224
10272,3.0,83.0,757-224
10276,3.0,6.0,757-224
10279,3.0,39.0,757-224
10281,3.0,55.0,757-224
10286,3.0,30.0,757-224
10288,3.0,5.0,757-224
10289,3.0,1.0,757-224
10290,3.0,14.0,757-224
10292,3.0,3.0,757-224
10296,3.0,12.0,757-224
10298,3.0,12.0,757-224
10300,3.0,11.0,757-224
10302,3.0,6.0,757-224
10304,3.0,134.0,757-224
10306,3.0,24.0,757-224
10318,3.0,13.0,757-224
10319,3.0,6.0,757-224
10320,3.0,10.0,757-224
10323,3.0,6.0,757-224
10325,3.0,6.0,757-224
10327,3.0,9.0,757-224
10331,3.0,3.0,757-224
10332,3.0,10.0,757-224
10336,3.0,66.0,757-224
10339,3.0,5.0,757-224
10343,3.0,52.0,757-224
10344,3.0,11.0,757-224
10345,3.0,9.0,757-224
10351,3.0,1.0,757-224
10352,3.0,2.0,757-224
10353,3.0,15.0,757-224
10359,3.0,13.0,757-224
10360,3.0,2.0,757-224
10361,3.0,18.0,757-224
10362,3.0,67.0,757-224
10364,3.0,6.0,757-224
10365,3.0,5.0,757-224
10368,3.0,4.0,757-224
10370,3.0,11.0,757-224
10372,3.0,4.0,757-224
10373,3.0,30.0,757-224
10374,3.0,13.0,757-224
10376,3.0,8.0,757-224
10377,3.0,64.0,757-224
10378,3.0,19.0,757-224
10381,3.0,7.0,757-224
10382,3.0,9.0,757-224
10384,3.0,19.0,757-224
10386,3.0,19.0,757-224
10387,3.0,39.0,757-224
10389,3.0,28.0,757-224
10399,3.0,48.0,757-224
10403,3.0,2.0,757-224
10405,3.0,1.0,757-224
10407,3.0,5.0,757-224
10408,3.0,23.0,757-224
10409,3.0,7.0,757-224
10412,3.0,12.0,757-224
10413,3.0,18.0,757-224
10414,3.0,36.0,757-224
10416,3.0,6.0,757-224
10417,3.0,3.0,757-224
10419,3.0,10.0,757-224
10420,3.0,14.0,757-224
10421,3.0,27.0,757-224
10422,3.0,19.0,757-224
10424,3.0,19.0,757-224
10427,3.0,26.0,757-224
10429,3.0,20.0,757-224
10433,3.0,5.0,757-224
10437,3.0,19.0,757-224
10442,3.0,51.0,757-224
10444,3.0,107.0,757-224
10446,3.0,54.0,757-224
10448,3.0,56.0,757-224
10449,3.0,72.0,757-224
10450,3.0,2.0,757-224
10456,3.0,35.0,757-224
10457,3.0,14.0,757-224
10459,3.0,10.0,757-224
10460,3.0,1.0,757-224
10461,3.0,9.0,757-224
10464,3.0,9.0,757-224
10466,3.0,23.0,757-224
10469,3.0,1.0,757-224
10474,3.0,6.0,757-224
10475,3.0,3.0,757-224
10476,3.0,68.0,757-224
10478,3.0,22.0,757-224
10479,3.0,10.0,757-224
10480,3.0,3.0,757-224
10481,3.0,24.0,757-224
10483,3.0,17.0,757-224
10489,3.0,6.0,757-224
10490,3.0,12.0,757-224
10491,3.0,8.0,757-224
10492,3.0,10.0,757-224
10495,3.0,6.0,757-224
10496,3.0,41.0,757-224
10497,3.0,36.0,757-224
10498,3.0,7.0,757-224
10499,3.0,1.0,757-224
10501,3.0,92.0,757-224
10502,3.0,22.0,757-224
10504,3.0,49.0,757-224
10505,3.0,22.0,757-224
10514,3.0,6.0,757-224
10515,3.0,99.0,757-224
10520,3.0,33.0,757-224
10522,3.0,3.0,757-224
10524,3.0,45.0,757-224
10528,3.0,42.0,737-824
10535,3.0,28.0,737-824
10536,3.0,3.0,737-824
10540,3.0,14.0,737-824
10548,3.0,9.0,737-824
10550,3.0,21.0,737-824
10552,3.0,3.0,737-824
10553,3.0,6.0,737-824
10554,3.0,8.0,737-824
10555,3.0,2.0,737-824
10558,3.0,7.0,737-824
10559,3.0,23.0,737-824
10561,3.0,32.0,737-824
10564,3.0,13.0,737-824
10568,3.0,71.0,737-824
10570,3.0,102.0,737-824
10571,3.0,115.0,737-824
10578,3.0,110.0,737-824
10579,3.0,2.0,737-824
10584,3.0,71.0,737-824
10585,3.0,23.0,737-824
10586,3.0,2.0,737-824
10588,3.0,4.0,737-824
10591,3.0,45.0,737-824
10593,3.0,42.0,737-824
10596,3.0,19.0,737-824
10600,3.0,12.0,737-824
10601,3.0,12.0,737-824
10603,3.0,8.0,737-824
10610,3.0,44.0,737-824
10612,3.0,50.0,737-824
10619,3.0,11.0,737-824
10624,3.0,14.0,737-824
10631,3.0,7.0,737-824
10632,3.0,9.0,737-824
10636,3.0,12.0,737-824
10638,3.0,57.0,737-824
10641,3.0,25.0,737-824
10642,3.0,23.0,737-824
10643,3.0,5.0,737-824
10645,3.0,17.0,737-824
10646,3.0,48.0,737-824
10647,3.0,15.0,737-824
10648,3.0,14.0,737-824
10649,3.0,101.0,737-824
10651,3.0,49.0,737-824
10652,3.0,78.0,737-824
10653,3.0,320.0,737-824
10654,3.0,16.0,737-824
10658,3.0,51.0,737-824
10659,3.0,75.0,737-824
10660,3.0,53.0,737-824
10662,3.0,8.0,737-824
10664,3.0,14.0,737-824
10666,3.0,16.0,737-824
10667,3.0,10.0,737-824
10668,3.0,37.0,737-824
10671,3.0,3.0,737-824
10673,3.0,41.0,737-824
10674,3.0,12.0,737-824
10675,3.0,18.0,737-824
10677,3.0,16.0,737-824
10679,3.0,33.0,737-824
10681,3.0,81.0,737-824
10685,3.0,4.0,737-824
10686,3.0,19.0,737-824
10688,3.0,12.0,737-824
10689,3.0,19.0,737-824
10691,3.0,21.0,737-824
10694,3.0,9.0,737-824
10695,3.0,17.0,737-824
10698,3.0,21.0,737-824
10699,3.0,44.0,737-824
10700,3.0,35.0,737-824
10701,3.0,297.0,737-824
10702,3.0,81.0,737-824
10703,3.0,74.0,737-824
10704,3.0,57.0,737-824
10709,3.0,29.0,737-824
10710,3.0,17.0,737-824
10711,3.0,12.0,737-824
10712,3.0,21.0,737-824
10713,3.0,15.0,737-824
10715,3.0,28.0,737-824
10718,3.0,28.0,737-824
10719,3.0,22.0,737-824
10723,3.0,9.0,737-824
10725,3.0,4.0,737-824
10728,3.0,8.0,737-824
10731,3.0,85.0,737-824
10732,3.0,50.0,737-824
10739,3.0,8.0,737-824
10740,3.0,35.0,737-824
10743,3.0,26.0,737-824
10744,3.0,32.0,737-824
10749,3.0,6.0,737-824
10750,3.0,56.0,737-824
10751,3.0,119.0,737-824
10756,3.0,4.0,737-824
10758,3.0,116.0,737-824
10760,3.0,11.0,737-824
10761,3.0,61.0,737-824
10762,3.0,22.0,737-824
10764,3.0,66.0,737-824
10765,3.0,19.0,737-824
10766,3.0,6.0,737-824
10771,3.0,28.0,737-824
10772,3.0,39.0,737-824
10774,3.0,273.0,737-824
10778,3.0,33.0,737-824
10779,3.0,116.0,737-824
10784,3.0,34.0,737-824
10786,3.0,12.0,737-824
10788,3.0,42.0,737-824
10793,3.0,120.0,737-824
10794,3.0,80.0,737-824
10795,3.0,2.0,737-824
10796,3.0,12.0,737-824
10797,3.0,122.0,737-824
10798,3.0,64.0,737-824
10805,3.0,7.0,737-824
10806,3.0,29.0,737-824
10807,3.0,8.0,737-824
10808,3.0,18.0,737-824
10809,3.0,47.0,737-824
10811,3.0,2.0,737-824
10818,3.0,56.0,737-824
10819,3.0,45.0,737-824
10825,3.0,12.0,737-824
10831,3.0,15.0,737-824
10833,3.0,27.0,737-824
10834,3.0,43.0,737-824
10839,3.0,61.0,737-824
10840,3.0,308.0,737-824
10842,3.0,145.0,737-824
10843,3.0,92.0,737-824
10851,3.0,75.0,737-824
10853,3.0,68.0,737-824
10854,3.0,36.0,737-824
10855,3.0,56.0,737-824
10856,3.0,62.0,737-824
10858,3.0,25.0,737-824
10859,3.0,4.0,737-824
10860,3.0,12.0,737-824
10861,3.0,7.0,737-824
10862,3.0,5.0,737-824
10870,3.0,1.0,737-824
10874,3.0,14.0,737-824
10876,3.0,175.0,737-824
10883,3.0,8.0,737-824
10885,3.0,14.0,737-824
10887,3.0,21.0,737-824
10891,3.0,2.0,737-824
10892,3.0,18.0,737-824
10893,3.0,62.0,737-824
10901,3.0,6.0,737-824
10904,3.0,44.0,737-824
10905,3.0,12.0,737-824
10907,3.0,20.0,737-824
10910,3.0,35.0,737-824
10913,3.0,58.0,737-824
10914,3.0,43.0,737-824
10918,3.0,69.0,737-824
10919,3.0,8.0,737-824
10925,3.0,6.0,737-824
10931,3.0,1.0,737-824
10933,3.0,2.0,737-824
10934,3.0,8.0,737-824
10935,3.0,136.0,737-824
10936,3.0,24.0,737-824
10939,3.0,30.0,737-824
10942,3.0,95.0,737-824
10945,3.0,14.0,737-824
10954,3.0,3.0,737-824
10957,3.0,10.0,737-824
10958,3.0,17.0,737-824
10959,3.0,31.0,737-824
10961,3.0,10.0,737-824
10963,3.0,17.0,737-824
10964,3.0,38.0,737-824
10965,3.0,88.0,737-824
10966,3.0,6.0,737-824
10967,3.0,8.0,737-824
10973,3.0,168.0,737-824
10976,3.0,194.0,737-824
10977,3.0,3.0,737-824
10979,3.0,43.0,737-824
10981,3.0,40.0,737-824
10983,3.0,9.0,737-824
10985,3.0,10.0,737-824
10987,3.0,122.0,737-824
10988,3.0,10.0,737-824
10998,3.0,78.0,737-824
11000,3.0,1.0,737-824
11003,3.0,74.0,737-824
11005,3.0,5.0,737-824
11008,3.0,263.0,737-824
11009,3.0,5.0,737-824
11013,3.0,7.0,737-824
11018,3.0,8.0,737-824
11020,3.0,58.0,737-824
11024,3.0,11.0,737-824
11025,3.0,44.0,737-824
11030,3.0,10.0,737-824
11033,3.0,92.0,737-824
11034,3.0,35.0,737-824
11035,3.0,20.0,737-824
11038,3.0,19.0,737-824
11045,3.0,18.0,737-824
11046,3.0,2.0,737-824
11048,3.0,3.0,737-824
11053,3.0,9.0,737-824
11054,3.0,29.0,737-824
11055,3.0,15.0,737-824
11058,3.0,7.0,737-824
11060,3.0,68.0,737-824
11062,3.0,11.0,737-824
11065,3.0,9.0,737-824
11066,3.0,97.0,737-824
11067,3.0,10.0,737-824
11070,3.0,2.0,737-824
11073,3.0,10.0,737-824
11074,3.0,8.0,737-824
11076,3.0,1.0,737-824
11077,3.0,52.0,737-824
11078,3.0,96.0,737-824
11079,3.0,52.0,737-824
11080,3.0,118.0,737-824
11081,3.0,39.0,737-824
11082,3.0,17.0,737-824
11083,3.0,15.0,737-824
11084,3.0,18.0,737-824
11085,3.0,68.0,737-824
11086,3.0,92.0,737-824
11090,3.0,11.0,737-824
11095,3.0,3.0,737-824
11097,3.0,8.0,737-824
11098,3.0,12.0,737-824
11101,3.0,7.0,737-824
11102,3.0,13.0,737-824
11103,3.0,10.0,737-824
11104,3.0,11.0,737-824
11109,3.0,8.0,737-824
11111,3.0,6.0,737-824
11115,3.0,2.0,737-824
11116,3.0,117.0,737-824
11125,3.0,38.0,737-824
11127,3.0,87.0,737-824
11128,3.0,105.0,737-824
11142,3.0,19.0,737-824
11146,3.0,21.0,737-824
11148,3.0,105.0,737-824
11154,3.0,120.0,737-824
11157,3.0,6.0,737-824
11158,3.0,1.0,737-824
11159,3.0,44.0,737-824
11165,3.0,34.0,737-824
11172,3.0,29.0,737-824
11177,3.0,25.0,737-824
11185,3.0,18.0,737-824
11187,3.0,3.0,737-824
11192,3.0,5.0,737-824
11196,3.0,4.0,737-824
11201,3.0,8.0,737-824
11205,3.0,53.0,737-824
11207,3.0,20.0,737-824
11218,3.0,86.0,737-824
11229,3.0,9.0,737-824
11230,3.0,7.0,737-824
11235,3.0,9.0,737-824
11237,3.0,10.0,737-824
11243,3.0,22.0,737-824
11244,3.0,5.0,737-824
11245,3.0,2.0,737-824
11246,3.0,2.0,737-824
11247,3.0,7.0,737-824
11250,3.0,115.0,737-824
11252,3.0,10.0,737-824
11253,3.0,1.0,737-824
11254,3.0,11.0,737-824
11256,3.0,4.0,737-824
11258,3.0,1.0,737-824
11261,3.0,3.0,737-824
11262,3.0,10.0,737-824
11266,3.0,43.0,737-824
11267,3.0,10.0,737-824
11268,3.0,3.0,737-824
11269,3.0,4.0,737-824
11270,3.0,15.0,737-824
11272,3.0,4.0,737-824
11277,3.0,11.0,737-824
11282,3.0,18.0,737-824
11286,3.0,29.0,737-824
11288,3.0,6.0,737-824
11289,3.0,12.0,737-824
11290,3.0,9.0,737-824
11291,3.0,23.0,737-824
11298,3.0,123.0,737-824
11301,3.0,7.0,737-824
11306,3.0,36.0,737-824
11312,3.0,3.0,737-824
11314,3.0,1.0,737-824
11315,3.0,30.0,737-824
11318,3.0,22.0,737-824
11320,3.0,214.0,737-824
11321,3.0,15.0,737-824
11324,3.0,13.0,737-824
11325,3.0,21.0,737-824
11326,3.0,193.0,737-824
11327,3.0,2.0,737-824
11329,3.0,58.0,737-824
11330,3.0,163.0,737-824
11331,3.0,153.0,737-824
11332,3.0,205.0,737-824
11334,3.0,9.0,737-824
11336,3.0,158.0,737-824
11339,3.0,26.0,737-824
11345,3.0,16.0,737-824
11347,3.0,18.0,737-824
11352,3.0,126.0,737-824
11353,3.0,59.0,737-824
11354,3.0,32.0,737-824
11355,3.0,18.0,737-824
11358,3.0,19.0,737-824
11362,3.0,16.0,737-824
11364,3.0,5.0,737-824
11367,3.0,14.0,737-824
11368,3.0,53.0,737-824
11370,3.0,6.0,737-824
11374,3.0,7.0,737-824
11375,3.0,70.0,737-824
11376,3.0,8.0,737-824
11380,3.0,1.0,737-824
11381,3.0,150.0,737-824
11387,3.0,18.0,737-824
11388,3.0,69.0,737-824
11392,3.0,30.0,737-824
11393,3.0,29.0,737-824
11394,3.0,15.0,737-824
11398,3.0,14.0,737-824
11399,3.0,44.0,737-824
11400,3.0,25.0,737-824
11405,3.0,3.0,737-824
11406,3.0,392.0,737-824
11412,3.0,28.0,737-824
11420,3.0,1.0,737-824
11422,3.0,53.0,737-824
11424,3.0,1.0,737-824
11426,3.0,24.0,737-824
11429,3.0,14.0,737-824
11430,3.0,348.0,737-824
11432,3.0,2.0,737-824
11433,3.0,13.0,737-824
11435,3.0,13.0,737-824
11437,3.0,3.0,737-824
11440,3.0,70.0,737-824
11441,3.0,9.0,737-824
11445,3.0,19.0,737-824
11447,3.0,13.0,737-824
11449,3.0,12.0,737-824
11450,3.0,11.0,737-824
11452,3.0,143.0,737-824
11463,3.0,18.0,737-824
11467,3.0,64.0,737-824
11468,3.0,69.0,737-824
11469,3.0,36.0,737-824
11472,3.0,111.0,737-824
11483,3.0,18.0,737-824
11484,3.0,67.0,737-824
11485,3.0,110.0,737-824
11492,3.0,153.0,737-824
11495,3.0,8.0,737-824
11498,3.0,1.0,737-824
11502,3.0,66.0,737-824
11504,3.0,20.0,737-824
11510,3.0,64.0,737-824
11511,3.0,38.0,737-824
11512,3.0,70.0,737-824
11513,3.0,5.0,737-824
11516,3.0,23.0,737-824
11522,3.0,33.0,737-824
11528,3.0,20.0,737-824
11530,3.0,33.0,737-824
11532,3.0,10.0,737-824
11534,3.0,17.0,737-824
11536,3.0,26.0,737-824
11537,3.0,156.0,737-824
11538,3.0,14.0,737-824
11546,3.0,10.0,737-824
11547,3.0,31.0,737-824
11548,3.0,5.0,737-824
11549,3.0,36.0,737-824
11550,3.0,38.0,737-824
11551,3.0,5.0,737-824
11552,3.0,2.0,737-824
11553,3.0,19.0,737-824
11558,3.0,6.0,737-824
11559,3.0,4.0,737-824
11560,3.0,173.0,737-824
11562,3.0,137.0,737-824
11570,3.0,61.0,737-824
11571,3.0,122.0,737-824
11572,3.0,1.0,737-824
11573,3.0,75.0,737-824
11574,3.0,9.0,737-824
11575,3.0,14.0,737-824
11578,3.0,18.0,737-824
11579,3.0,36.0,737-824
11581,3.0,157.0,737-824
11582,3.0,106.0,737-824
11586,3.0,55.0,737-824
11587,3.0,138.0,737-824
11588,3.0,7.0,737-824
11589,3.0,161.0,737-824
11590,3.0,18.0,737-824
11595,3.0,25.0,737-824
11598,3.0,72.0,737-824
11599,3.0,8.0,737-824
11600,3.0,10.0,737-824
11601,3.0,20.0,737-824
11603,3.0,114.0,737-824
11610,3.0,2.0,737-824
11611,3.0,6.0,737-824
11616,3.0,17.0,737-824
11623,3.0,14.0,737-824
11624,3.0,6.0,737-824
11628,3.0,23.0,737-824
11632,3.0,77.0,737-824
11636,3.0,54.0,737-824
11637,3.0,9.0,737-824
11640,3.0,1.0,737-824
11641,3.0,158.0,737-824
11643,3.0,185.0,737-824
11645,3.0,3.0,737-824
11654,3.0,82.0,737-824
11655,3.0,20.0,737-824
11657,3.0,22.0,737-824
11662,3.0,9.0,737-824
11664,3.0,116.0,737-824
11665,3.0,6.0,737-824
11668,3.0,32.0,737-824
11670,3.0,17.0,737-824
11675,3.0,105.0,737-824
11676,3.0,698.0,737-824
11677,3.0,14.0,737-824
11678,3.0,16.0,737-824
11686,3.0,7.0,737-824
11690,3.0,2.0,737-824
11691,3.0,3.0,737-824
11700,3.0,13.0,737-824
11704,3.0,53.0,737-824
11709,3.0,3.0,737-824
11710,3.0,1.0,737-824
11721,3.0,10.0,737-824
11735,3.0,203.0,737-824
11738,3.0,1.0,737-824
11739,3.0,10.0,737-824
11742,3.0,85.0,737-824
11745,3.0,4.0,737-824
11746,3.0,331.0,737-824
11747,3.0,16.0,737-824
11748,3.0,25.0,737-824
11749,3.0,9.0,737-824
11752,3.0,32.0,737-824
11760,3.0,4.0,737-824
11761,3.0,106.0,737-824
11762,3.0,15.0,737-824
11763,3.0,4.0,737-824
11765,3.0,121.0,737-824
11766,3.0,67.0,737-824
11769,3.0,22.0,737-824
11771,3.0,372.0,737-824
11773,3.0,49.0,737-824
11774,3.0,1.0,737-824
11775,3.0,377.0,737-824
11776,3.0,9.0,737-824
11778,3.0,183.0,737-824
11781,3.0,73.0,737-824
11783,3.0,7.0,737-824
11784,3.0,173.0,737-824
11785,3.0,1.0,737-824
11789,3.0,18.0,737-824
11790,3.0,255.0,737-824
11794,3.0,27.0,737-824
11796,3.0,18.0,737-824
11801,3.0,67.0,737-824
11803,3.0,13.0,737-824
11805,3.0,51.0,737-824
11807,3.0,10.0,737-824
11809,3.0,5.0,737-824
11813,3.0,442.0,737-824
11814,3.0,129.0,737-824
11815,3.0,212.0,737-824
11816,3.0,174.0,737-824
11820,3.0,35.0,737-824
11822,3.0,7.0,737-824
11826,3.0,28.0,737-824
11827,3.0,14.0,737-824
11830,3.0,219.0,737-824
11832,3.0,51.0,737-824
11833,3.0,8.0,737-824
11836,3.0,30.0,737-824
11837,3.0,7.0,737-824
11842,3.0,6.0,737-824
11847,3.0,21.0,737-824
11848,3.0,5.0,737-824
11850,3.0,10.0,737-824
11852,3.0,7.0,737-824
11853,3.0,12.0,737-824
11854,3.0,46.0,737-824
11856,3.0,75.0,737-824
11860,3.0,9.0,737-824
11862,3.0,20.0,737-824
11865,3.0,4.0,737-824
11866,3.0,58.0,737-824
11873,3.0,24.0,737-824
11882,3.0,23.0,737-824
11885,3.0,183.0,737-824
11893,3.0,10.0,737-824
11896,3.0,3.0,737-824
11898,3.0,13.0,737-824
11902,3.0,16.0,737-824
11903,3.0,9.0,737-824
11904,3.0,24.0,737-824
11905,3.0,361.0,737-824
11906,3.0,21.0,737-824
11907,3.0,5.0,737-824
11913,3.0,6.0,737-824
11914,3.0,33.0,737-824
11918,3.0,160.0,737-824
11928,3.0,10.0,737-824
11931,3.0,3.0,737-824
11935,3.0,57.0,737-824
11936,3.0,10.0,737-824
11939,3.0,7.0,737-824
11943,3.0,57.0,737-824
11950,3.0,173.0,737-824
11953,3.0,92.0,737-824
11955,3.0,120.0,737-824
11960,3.0,233.0,737-824
11961,3.0,16.0,737-824
11962,3.0,1.0,737-824
11968,3.0,284.0,737-824
11969,3.0,2.0,737-824
11970,3.0,4.0,737-824
11974,3.0,98.0,737-824
11975,3.0,20.0,737-824
11976,3.0,35.0,737-824
11985,3.0,1.0,737-824
11986,3.0,33.0,737-824
11987,3.0,18.0,737-824
11988,3.0,119.0,737-824
11989,3.0,3.0,737-824
11993,3.0,9.0,737-824
11996,3.0,37.0,737-824
11998,3.0,11.0,737-824
12001,3.0,19.0,737-824
12006,3.0,10.0,737-824
12012,3.0,2.0,737-824
12013,3.0,7.0,737-824
12015,3.0,8.0,737-824
12016,3.0,7.0,737-824
12017,3.0,16.0,737-824
12019,3.0,9.0,737-824
12023,3.0,3.0,737-824
12025,3.0,56.0,737-824
12032,3.0,65.0,737-824
12033,3.0,8.0,737-824
12036,3.0,17.0,737-824
12037,3.0,107.0,737-824
12038,3.0,35.0,737-824
12049,3.0,2.0,737-824
12056,3.0,69.0,737-824
12057,3.0,48.0,737-824
12059,3.0,67.0,737-824
12061,3.0,10.0,737-824
12066,3.0,22.0,737-824
12067,3.0,21.0,737-824
12069,3.0,8.0,737-824
12071,3.0,3.0,737-824
12077,3.0,4.0,737-824
12079,3.0,5.0,737-824
12080,3.0,2.0,737-824
12082,3.0,10.0,737-824
12086,3.0,9.0,737-824
12087,3.0,130.0,737-824
12088,3.0,6.0,737-824
12093,3.0,18.0,737-824
12095,3.0,4.0,737-824
12097,3.0,8.0,737-824
12104,3.0,6.0,737-824
12108,3.0,282.0,737-824
12109,3.0,1.0,737-824
12111,3.0,13.0,737-824
12113,3.0,10.0,737-824
12116,3.0,11.0,737-824
12118,3.0,110.0,737-824
12120,3.0,1.0,737-824
12121,3.0,73.0,737-824
12122,3.0,53.0,737-824
12125,3.0,19.0,737-824
12130,3.0,6.0,737-824
12132,3.0,10.0,737-824
12133,3.0,9.0,737-824
12138,3.0,11.0,737-824
12139,3.0,3.0,737-824
12144,3.0,1.0,737-824
12146,3.0,29.0,737-824
12148,3.0,28.0,737-824
12152,3.0,69.0,737-824
12154,3.0,39.0,737-824
12156,3.0,16.0,737-824
12158,3.0,8.0,737-824
12161,3.0,9.0,737-824
12163,3.0,443.0,737-824
12164,3.0,22.0,737-824
12165,3.0,15.0,737-824
12167,3.0,7.0,737-824
12169,3.0,64.0,737-824
12172,3.0,8.0,737-824
12176,3.0,6.0,737-824
12180,3.0,12.0,737-824
12181,3.0,18.0,737-824
12183,3.0,2.0,737-824
12184,3.0,6.0,737-824
12186,3.0,15.0,737-824
12187,3.0,14.0,737-824
12189,3.0,5.0,737-824
12190,3.0,68.0,737-824
12191,3.0,37.0,737-824
12192,3.0,5.0,737-824
12193,3.0,13.0,737-824
12200,3.0,13.0,737-824
12201,3.0,55.0,737-824
12206,3.0,124.0,737-824
12209,3.0,5.0,737-824
12210,3.0,28.0,737-824
12211,3.0,29.0,737-824
12213,3.0,142.0,737-824
12214,3.0,1.0,737-824
12215,3.0,9.0,737-824
12218,3.0,4.0,737-824
12220,3.0,5.0,737-824
12221,3.0,133.0,737-824
12222,3.0,10.0,737-824
12224,3.0,18.0,737-824
12225,3.0,7.0,737-824
12235,3.0,41.0,737-824
12237,3.0,65.0,737-824
12238,3.0,12.0,737-824
12240,3.0,4.0,737-824
12245,3.0,7.0,737-824
12250,3.0,37.0,737-824
12255,3.0,5.0,737-824
12258,3.0,46.0,737-824
12264,3.0,325.0,737-824
12265,3.0,27.0,737-824
12267,3.0,7.0,737-824
12269,3.0,14.0,737-824
12274,3.0,11.0,737-824
12275,3.0,5.0,737-824
12277,3.0,13.0,737-824
12280,3.0,41.0,737-824
12285,3.0,13.0,737-824
12288,3.0,3.0,737-824
12289,3.0,18.0,737-824
12292,3.0,14.0,737-824
12299,3.0,20.0,737-824
12301,3.0,13.0,737-824
12302,3.0,18.0,737-824
12305,3.0,106.0,737-824
