,UniqueCarrier,Description,Origin,Distance,lat,long
1232,DL,Delta Air Lines Inc.,RSW,702.7758426674515,26.53616667,-81.75516667
1233,EV,Atlantic Southeast Airlines,RSW,261.3333333333333,26.53616667,-81.75516667
1234,F9,Frontier Airlines Inc.,RSW,1606.0,26.53616667,-81.75516667
1235,FL,AirTran Airways Corporation,RSW,755.8625459896983,26.53616667,-81.75516667
1236,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),RSW,930.0,26.53616667,-81.75516667
1237,MQ,American Eagle Airlines Inc.,RSW,105.0,26.53616667,-81.75516667
1238,NW,Northwest Airlines Inc.,RSW,1164.6805988771057,26.53616667,-81.75516667
1239,OH,Comair Inc.,RSW,879.8180628272252,26.53616667,-81.75516667
1240,TW,Trans World Airways LLC,RSW,966.54862758387,26.53616667,-81.75516667
1241,TZ,ATA Airlines d/b/a ATA,RSW,1037.115978728792,26.53616667,-81.75516667
1242,UA,United Air Lines Inc.,RSW,1114.4918224299065,26.53616667,-81.75516667
1243,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),RSW,809.4202964033977,26.53616667,-81.75516667
1244,WN,Southwest Airlines Co.,RSW,725.6913549355686,26.53616667,-81.75516667
1245,XE,Expressjet Airlines Inc.,RSW,890.9838212634822,26.53616667,-81.75516667
1246,9E,Pinnacle Airlines Inc.,SAV,697.0,32.12758333,-81.20213889
1247,CO,Continental Air Lines Inc.,SAV,707.3367697594501,32.12758333,-81.20213889
1248,DH,Independence Air,SAV,587.3377169910574,32.12758333,-81.20213889
1249,DL,Delta Air Lines Inc.,SAV,216.16610313889407,32.12758333,-81.20213889
1250,EV,Atlantic Southeast Airlines,SAV,677.7886334610472,32.12758333,-81.20213889
1251,FL,AirTran Airways Corporation,SAV,215.0,32.12758333,-81.20213889
1252,MQ,American Eagle Airlines Inc.,SAV,873.2337784024362,32.12758333,-81.20213889
1253,NW,Northwest Airlines Inc.,SAV,706.0,32.12758333,-81.20213889
1254,OH,Comair Inc.,SAV,621.1846975767983,32.12758333,-81.20213889
1255,OO,Skywest Airlines Inc.,SAV,772.8133943903836,32.12758333,-81.20213889
1256,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SAV,213.0,32.12758333,-81.20213889
1257,XE,Expressjet Airlines Inc.,SAV,772.2710694923608,32.12758333,-81.20213889
1258,YV,Mesa Airlines Inc.,SAV,448.97157816005983,32.12758333,-81.20213889
1259,9E,Pinnacle Airlines Inc.,SBN,208.1497418244406,41.70895361,-86.31847417
1260,DH,Independence Air,SBN,166.30917874396135,41.70895361,-86.31847417
1261,DL,Delta Air Lines Inc.,SBN,203.0,41.70895361,-86.31847417
1262,EV,Atlantic Southeast Airlines,SBN,526.1604722343682,41.70895361,-86.31847417
1263,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),SBN,1514.0,41.70895361,-86.31847417
1264,MQ,American Eagle Airlines Inc.,SBN,84.0,41.70895361,-86.31847417
1265,NW,Northwest Airlines Inc.,SBN,157.79840737636212,41.70895361,-86.31847417
1266,OH,Comair Inc.,SBN,220.96167411239125,41.70895361,-86.31847417
1267,OO,Skywest Airlines Inc.,SBN,84.0,41.70895361,-86.31847417
1268,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SBN,328.0,41.70895361,-86.31847417
1269,XE,Expressjet Airlines Inc.,SBN,241.28735632183907,41.70895361,-86.31847417
1270,YV,Mesa Airlines Inc.,SBN,84.0,41.70895361,-86.31847417
1271,9E,Pinnacle Airlines Inc.,SCE,300.0,40.851206,-77.846302
1272,DH,Independence Air,SCE,170.48946925021062,40.851206,-77.846302
1273,EV,Atlantic Southeast Airlines,SCE,615.0,40.851206,-77.846302
1274,OH,Comair Inc.,SCE,383.0,40.851206,-77.846302
1275,9E,Pinnacle Airlines Inc.,SDF,398.0447298494242,38.17438889,-85.736
1276,AA,American Airlines Inc.,SDF,649.8481493454017,38.17438889,-85.736
1277,CO,Continental Air Lines Inc.,SDF,747.5231991334176,38.17438889,-85.736
1278,DH,Independence Air,SDF,366.78430512932925,38.17438889,-85.736
1279,DL,Delta Air Lines Inc.,SDF,289.4655274137132,38.17438889,-85.736
1280,EV,Atlantic Southeast Airlines,SDF,362.119806763285,38.17438889,-85.736
1281,F9,Frontier Airlines Inc.,SDF,1023.0,38.17438889,-85.736
1282,MQ,American Eagle Airlines Inc.,SDF,446.6967075532602,38.17438889,-85.736
1283,NW,Northwest Airlines Inc.,SDF,406.5225817615504,38.17438889,-85.736
1284,OH,Comair Inc.,SDF,167.34012031466912,38.17438889,-85.736
1285,OO,Skywest Airlines Inc.,SDF,379.6652572233968,38.17438889,-85.736
1286,TW,Trans World Airways LLC,SDF,254.5171102661597,38.17438889,-85.736
1287,UA,United Air Lines Inc.,SDF,286.0,38.17438889,-85.736
1288,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SDF,395.0068884950048,38.17438889,-85.736
1289,WN,Southwest Airlines Co.,SDF,465.9512812625701,38.17438889,-85.736
1290,XE,Expressjet Airlines Inc.,SDF,582.1857788738183,38.17438889,-85.736
1291,YV,Mesa Airlines Inc.,SDF,341.0,38.17438889,-85.736
1292,9E,Pinnacle Airlines Inc.,SGF,379.68424101969873,37.24432611,-93.38685806
1293,AA,American Airlines Inc.,SGF,195.0,37.24432611,-93.38685806
1294,DH,Independence Air,SGF,448.9509132420091,37.24432611,-93.38685806
1295,EV,Atlantic Southeast Airlines,SGF,562.8955007256894,37.24432611,-93.38685806
1296,MQ,American Eagle Airlines Inc.,SGF,377.2576744548894,37.24432611,-93.38685806
1297,NW,Northwest Airlines Inc.,SGF,243.54807692307693,37.24432611,-93.38685806
1298,OH,Comair Inc.,SGF,501.7826086956522,37.24432611,-93.38685806
1299,OO,Skywest Airlines Inc.,SGF,544.5884841605614,37.24432611,-93.38685806
1300,TW,Trans World Airways LLC,SGF,195.0,37.24432611,-93.38685806
1301,9E,Pinnacle Airlines Inc.,SHV,435.1433640880057,32.4466275,-93.82559833
1302,AA,American Airlines Inc.,SHV,190.0,32.4466275,-93.82559833
1303,CO,Continental Air Lines Inc.,SHV,284.0,32.4466275,-93.82559833
1304,DL,Delta Air Lines Inc.,SHV,274.1611874528904,32.4466275,-93.82559833
1305,EV,Atlantic Southeast Airlines,SHV,488.808254313695,32.4466275,-93.82559833
1306,MQ,American Eagle Airlines Inc.,SHV,195.3606657691837,32.4466275,-93.82559833
1307,OH,Comair Inc.,SHV,635.2059514487079,32.4466275,-93.82559833
1308,OO,Skywest Airlines Inc.,SHV,188.69333333333333,32.4466275,-93.82559833
1309,TW,Trans World Airways LLC,SHV,475.2634935094512,32.4466275,-93.82559833
1310,XE,Expressjet Airlines Inc.,SHV,192.0,32.4466275,-93.82559833
1311,9E,Pinnacle Airlines Inc.,SLC,991.0,40.78838778,-111.9777731
1312,AA,American Airlines Inc.,SLC,1082.2312097833776,40.78838778,-111.9777731
1313,B6,JetBlue Airways,SLC,1146.0300306882946,40.78838778,-111.9777731
1314,CO,Continental Air Lines Inc.,SLC,1409.3852489153614,40.78838778,-111.9777731
1315,DL,Delta Air Lines Inc.,SLC,919.250487175436,40.78838778,-111.9777731
1316,EV,Atlantic Southeast Airlines,SLC,743.8211530485275,40.78838778,-111.9777731
1317,F9,Frontier Airlines Inc.,SLC,391.0,40.78838778,-111.9777731
1318,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),SLC,494.2847861048569,40.78838778,-111.9777731
1319,NW,Northwest Airlines Inc.,SLC,1020.6467963021996,40.78838778,-111.9777731
1320,OH,Comair Inc.,SLC,729.4801951219512,40.78838778,-111.9777731
1321,OO,Skywest Airlines Inc.,SLC,459.73064882020446,40.78838778,-111.9777731
1322,TW,Trans World Airways LLC,SLC,1117.3364864864866,40.78838778,-111.9777731
1323,UA,United Air Lines Inc.,SLC,673.692955680647,40.78838778,-111.9777731
1324,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SLC,506.8318195136244,40.78838778,-111.9777731
1325,WN,Southwest Airlines Co.,SLC,569.3951361239642,40.78838778,-111.9777731
1326,XE,Expressjet Airlines Inc.,SLC,1033.460471904646,40.78838778,-111.9777731
1327,YV,Mesa Airlines Inc.,SLC,439.22733918128654,40.78838778,-111.9777731
1328,9E,Pinnacle Airlines Inc.,SRQ,445.0,27.39533333,-82.55411111
1329,B6,JetBlue Airways,SRQ,1041.0,27.39533333,-82.55411111
1330,CO,Continental Air Lines Inc.,SRQ,1023.2598512422852,27.39533333,-82.55411111
1331,DL,Delta Air Lines Inc.,SRQ,456.8032856385798,27.39533333,-82.55411111
1332,EV,Atlantic Southeast Airlines,SRQ,476.56701631701634,27.39533333,-82.55411111
1333,FL,AirTran Airways Corporation,SRQ,704.9880085003036,27.39533333,-82.55411111
1334,MQ,American Eagle Airlines Inc.,SRQ,210.8282352941177,27.39533333,-82.55411111
1335,NW,Northwest Airlines Inc.,SRQ,1029.061739943873,27.39533333,-82.55411111
1336,OH,Comair Inc.,SRQ,802.0493959731543,27.39533333,-82.55411111
1337,TW,Trans World Airways LLC,SRQ,625.5742628823367,27.39533333,-82.55411111
1338,TZ,ATA Airlines d/b/a ATA,SRQ,957.0809379727684,27.39533333,-82.55411111
1339,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SRQ,583.0355937108131,27.39533333,-82.55411111
1340,XE,Expressjet Airlines Inc.,SRQ,873.7732012513035,27.39533333,-82.55411111
1341,YV,Mesa Airlines Inc.,SRQ,547.0,27.39533333,-82.55411111
1342,9E,Pinnacle Airlines Inc.,STL,381.2213829169088,38.74768694,-90.35998972
1343,AA,American Airlines Inc.,STL,781.6533918299998,38.74768694,-90.35998972
1344,CO,Continental Air Lines Inc.,STL,724.5922307513375,38.74768694,-90.35998972
1345,DH,Independence Air,STL,270.27515400410675,38.74768694,-90.35998972
1346,DL,Delta Air Lines Inc.,STL,525.5894609082634,38.74768694,-90.35998972
1347,EV,Atlantic Southeast Airlines,STL,733.0396294390118,38.74768694,-90.35998972
1348,F9,Frontier Airlines Inc.,STL,770.0,38.74768694,-90.35998972
1349,FL,AirTran Airways Corporation,STL,559.8457538994801,38.74768694,-90.35998972
1350,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),STL,1278.111122814409,38.74768694,-90.35998972
1351,MQ,American Eagle Airlines Inc.,STL,772.7897818767384,38.74768694,-90.35998972
1352,NW,Northwest Airlines Inc.,STL,412.9153064490319,38.74768694,-90.35998972
1353,OH,Comair Inc.,STL,488.3189102564103,38.74768694,-90.35998972
1354,OO,Skywest Airlines Inc.,STL,765.2733132788999,38.74768694,-90.35998972
1355,TW,Trans World Airways LLC,STL,721.5353465274228,38.74768694,-90.35998972
1356,UA,United Air Lines Inc.,STL,494.7901740020471,38.74768694,-90.35998972
1357,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),STL,659.0356139118215,38.74768694,-90.35998972
1358,WN,Southwest Airlines Co.,STL,543.0373267019748,38.74768694,-90.35998972
1359,XE,Expressjet Airlines Inc.,STL,693.8485062006764,38.74768694,-90.35998972
1360,YV,Mesa Airlines Inc.,STL,575.3228383458646,38.74768694,-90.35998972
1361,9E,Pinnacle Airlines Inc.,SUX,234.0,42.40260333,-96.38436694
1362,NW,Northwest Airlines Inc.,SUX,234.0,42.40260333,-96.38436694
1363,OO,Skywest Airlines Inc.,SUX,80.0,42.40260333,-96.38436694
1364,9E,Pinnacle Airlines Inc.,SWF,479.0,41.50409361,-74.10483833
1365,AA,American Airlines Inc.,SWF,713.448132780083,41.50409361,-74.10483833
1366,B6,JetBlue Airways,SWF,1055.839483394834,41.50409361,-74.10483833
1367,DH,Independence Air,SWF,251.0,41.50409361,-74.10483833
1368,DL,Delta Air Lines Inc.,SWF,659.8547908232118,41.50409361,-74.10483833
1369,EV,Atlantic Southeast Airlines,SWF,784.0,41.50409361,-74.10483833
1370,FL,AirTran Airways Corporation,SWF,908.5017123287672,41.50409361,-74.10483833
1371,MQ,American Eagle Airlines Inc.,SWF,713.8929609299322,41.50409361,-74.10483833
1372,OH,Comair Inc.,SWF,582.6908011869436,41.50409361,-74.10483833
1373,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),SWF,385.9470077661032,41.50409361,-74.10483833
1374,9E,Pinnacle Airlines Inc.,TLH,458.0,30.39652778,-84.35033333
1375,DL,Delta Air Lines Inc.,TLH,223.0,30.39652778,-84.35033333
1376,EV,Atlantic Southeast Airlines,TLH,289.8743949661181,30.39652778,-84.35033333
1377,FL,AirTran Airways Corporation,TLH,208.449081803005,30.39652778,-84.35033333
1378,OH,Comair Inc.,TLH,476.7801724137931,30.39652778,-84.35033333
1379,OO,Skywest Airlines Inc.,TLH,766.7808383233532,30.39652778,-84.35033333
1380,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),TLH,386.0,30.39652778,-84.35033333
1381,XE,Expressjet Airlines Inc.,TLH,658.0,30.39652778,-84.35033333
1382,YV,Mesa Airlines Inc.,TLH,386.0,30.39652778,-84.35033333
1383,9E,Pinnacle Airlines Inc.,TUL,546.7678424938474,36.19837222,-95.88824167
1384,AA,American Airlines Inc.,TUL,415.8655879068076,36.19837222,-95.88824167
1385,CO,Continental Air Lines Inc.,TUL,429.0,36.19837222,-95.88824167
1386,DH,Independence Air,TUL,585.0,36.19837222,-95.88824167
1387,DL,Delta Air Lines Inc.,TUL,571.448765893792,36.19837222,-95.88824167
1388,EV,Atlantic Southeast Airlines,TUL,568.8851931330472,36.19837222,-95.88824167
1389,F9,Frontier Airlines Inc.,TUL,541.0,36.19837222,-95.88824167
1390,MQ,American Eagle Airlines Inc.,TUL,254.6453776245691,36.19837222,-95.88824167
1391,OH,Comair Inc.,TUL,677.7912408759124,36.19837222,-95.88824167
1392,OO,Skywest Airlines Inc.,TUL,706.0801553320721,36.19837222,-95.88824167
1393,TW,Trans World Airways LLC,TUL,349.8138385502471,36.19837222,-95.88824167
1394,UA,United Air Lines Inc.,TUL,541.0,36.19837222,-95.88824167
1395,WN,Southwest Airlines Co.,TUL,411.3344859136948,36.19837222,-95.88824167
1396,XE,Expressjet Airlines Inc.,TUL,638.0107417353458,36.19837222,-95.88824167
1397,9E,Pinnacle Airlines Inc.,TVC,248.5427682737169,44.74144472,-85.582235
1398,DH,Independence Air,TVC,239.91189427312776,44.74144472,-85.582235
1399,EV,Atlantic Southeast Airlines,TVC,768.0,44.74144472,-85.582235
1400,MQ,American Eagle Airlines Inc.,TVC,240.3560280479529,44.74144472,-85.582235
1401,NW,Northwest Airlines Inc.,TVC,217.84503501526305,44.74144472,-85.582235
1402,OH,Comair Inc.,TVC,396.0,44.74144472,-85.582235
1403,OO,Skywest Airlines Inc.,TVC,224.0,44.74144472,-85.582235
1404,YV,Mesa Airlines Inc.,TVC,224.0,44.74144472,-85.582235
1405,9E,Pinnacle Airlines Inc.,TYS,436.1825071045153,35.81248722,-83.99285583
1406,AA,American Airlines Inc.,TYS,771.0961134453781,35.81248722,-83.99285583
1407,CO,Continental Air Lines Inc.,TYS,772.0,35.81248722,-83.99285583
1408,DH,Independence Air,TYS,414.1359989972424,35.81248722,-83.99285583
1409,DL,Delta Air Lines Inc.,TYS,153.32322184082383,35.81248722,-83.99285583
1410,EV,Atlantic Southeast Airlines,TYS,248.1073670723895,35.81248722,-83.99285583
1411,MQ,American Eagle Airlines Inc.,TYS,615.7008166788394,35.81248722,-83.99285583
1412,NW,Northwest Airlines Inc.,TYS,387.4961890243902,35.81248722,-83.99285583
1413,OH,Comair Inc.,TYS,308.15631338742395,35.81248722,-83.99285583
1414,OO,Skywest Airlines Inc.,TYS,641.6450293892154,35.81248722,-83.99285583
1415,TW,Trans World Airways LLC,TYS,405.0,35.81248722,-83.99285583
1416,UA,United Air Lines Inc.,TYS,474.9516949152542,35.81248722,-83.99285583
1417,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),TYS,188.4747312492277,35.81248722,-83.99285583
1418,XE,Expressjet Airlines Inc.,TYS,653.153984478516,35.81248722,-83.99285583
1419,YV,Mesa Airlines Inc.,TYS,332.4,35.81248722,-83.99285583
1420,9E,Pinnacle Airlines Inc.,XNA,448.98855151816826,36.28186944,-94.30681111
1421,AA,American Airlines Inc.,XNA,412.98674501229846,36.28186944,-94.30681111
1422,CO,Continental Air Lines Inc.,XNA,438.0,36.28186944,-94.30681111
1423,DH,Independence Air,XNA,561.0,36.28186944,-94.30681111
1424,EV,Atlantic Southeast Airlines,XNA,514.942782592489,36.28186944,-94.30681111
1425,MQ,American Eagle Airlines Inc.,XNA,506.11622268304353,36.28186944,-94.30681111
1426,NW,Northwest Airlines Inc.,XNA,263.7670103092784,36.28186944,-94.30681111
1427,OH,Comair Inc.,XNA,568.0424224692803,36.28186944,-94.30681111
1428,OO,Skywest Airlines Inc.,XNA,649.1992253283934,36.28186944,-94.30681111
1429,XE,Expressjet Airlines Inc.,XNA,622.7986237603724,36.28186944,-94.30681111
1430,YV,Mesa Airlines Inc.,XNA,754.0,36.28186944,-94.30681111
1431,AA,American Airlines Inc.,ABQ,711.0831454267424,35.04022222,-106.6091944
1432,CO,Continental Air Lines Inc.,ABQ,774.4159635239243,35.04022222,-106.6091944
1433,DL,Delta Air Lines Inc.,ABQ,861.6166900161244,35.04022222,-106.6091944
1434,EV,Atlantic Southeast Airlines,ABQ,493.0,35.04022222,-106.6091944
1435,F9,Frontier Airlines Inc.,ABQ,349.0,35.04022222,-106.6091944
1436,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),ABQ,335.00921139204814,35.04022222,-106.6091944
1437,MQ,American Eagle Airlines Inc.,ABQ,623.2204081632653,35.04022222,-106.6091944
1438,NW,Northwest Airlines Inc.,ABQ,981.0,35.04022222,-106.6091944
1439,OO,Skywest Airlines Inc.,ABQ,536.8586598315635,35.04022222,-106.6091944
1440,TW,Trans World Airways LLC,ABQ,933.8633392134482,35.04022222,-106.6091944
1441,TZ,ATA Airlines d/b/a ATA,ABQ,1121.0,35.04022222,-106.6091944
1442,UA,United Air Lines Inc.,ABQ,383.4199140559004,35.04022222,-106.6091944
1443,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ABQ,583.1019496344435,35.04022222,-106.6091944
1444,WN,Southwest Airlines Co.,ABQ,582.2425527442365,35.04022222,-106.6091944
1445,XE,Expressjet Airlines Inc.,ABQ,703.3100326506382,35.04022222,-106.6091944
1446,YV,Mesa Airlines Inc.,ABQ,328.0,35.04022222,-106.6091944
1447,AA,American Airlines Inc.,AMA,313.0,35.2193725,-101.7059272
1448,CO,Continental Air Lines Inc.,AMA,519.0,35.2193725,-101.7059272
1449,EV,Atlantic Southeast Airlines,AMA,313.0,35.2193725,-101.7059272
1450,MQ,American Eagle Airlines Inc.,AMA,313.0,35.2193725,-101.7059272
1451,OO,Skywest Airlines Inc.,AMA,297.0,35.2193725,-101.7059272
1452,WN,Southwest Airlines Co.,AMA,357.0266681875214,35.2193725,-101.7059272
1453,XE,Expressjet Airlines Inc.,AMA,519.0,35.2193725,-101.7059272
1454,AA,American Airlines Inc.,ANC,2911.9463414634147,61.17432028,-149.9961856
1455,AS,Alaska Airlines Inc.,ANC,880.2895186088717,61.17432028,-149.9961856
1456,CO,Continental Air Lines Inc.,ANC,1814.2917609476904,61.17432028,-149.9961856
1457,DL,Delta Air Lines Inc.,ANC,1741.021514883584,61.17432028,-149.9961856
1458,F9,Frontier Airlines Inc.,ANC,2406.0,61.17432028,-149.9961856
1459,HA,Hawaiian Airlines Inc.,ANC,2777.0,61.17432028,-149.9961856
1460,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),ANC,2043.9595430747263,61.17432028,-149.9961856
1461,NW,Northwest Airlines Inc.,ANC,2575.2076712328767,61.17432028,-149.9961856
1462,TW,Trans World Airways LLC,ANC,2089.38219895288,61.17432028,-149.9961856
1463,UA,United Air Lines Inc.,ANC,2053.59494970232,61.17432028,-149.9961856
1464,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ANC,2452.655490360436,61.17432028,-149.9961856
1465,AA,American Airlines Inc.,BFL,1271.0,35.43359806,-119.0567681
1466,MQ,American Eagle Airlines Inc.,BFL,109.0,35.43359806,-119.0567681
1467,OO,Skywest Airlines Inc.,BFL,202.19794789792792,35.43359806,-119.0567681
1468,XE,Expressjet Airlines Inc.,BFL,1245.2687355562891,35.43359806,-119.0567681
1469,YV,Mesa Airlines Inc.,BFL,381.17124814264486,35.43359806,-119.0567681
1470,AA,American Airlines Inc.,BQN,1576.0,18.49486111,-67.12944444
1471,B6,JetBlue Airways,BQN,1470.242902208202,18.49486111,-67.12944444
1472,CO,Continental Air Lines Inc.,BQN,1585.0,18.49486111,-67.12944444
1473,AA,American Airlines Inc.,BUR,1231.0,34.20061917,-118.3584969
1474,AS,Alaska Airlines Inc.,BUR,889.5688393168351,34.20061917,-118.3584969
1475,B6,JetBlue Airways,BUR,2378.4278024806927,34.20061917,-118.3584969
1476,DL,Delta Air Lines Inc.,BUR,1941.0,34.20061917,-118.3584969
1477,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),BUR,358.18551868755395,34.20061917,-118.3584969
1478,OO,Skywest Airlines Inc.,BUR,517.0488435198346,34.20061917,-118.3584969
1479,UA,United Air Lines Inc.,BUR,423.0079772783403,34.20061917,-118.3584969
1480,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BUR,367.1104400345125,34.20061917,-118.3584969
1481,WN,Southwest Airlines Co.,BUR,309.0790362868432,34.20061917,-118.3584969
1482,YV,Mesa Airlines Inc.,BUR,317.97087378640776,34.20061917,-118.3584969
1483,AA,American Airlines Inc.,DAL,605.4558008694911,32.84711389,-96.85177222
1484,EV,Atlantic Southeast Airlines,DAL,717.6398104265403,32.84711389,-96.85177222
1485,MQ,American Eagle Airlines Inc.,DAL,277.1693339429965,32.84711389,-96.85177222
1486,WN,Southwest Airlines Co.,DAL,295.0657113443402,32.84711389,-96.85177222
1487,XE,Expressjet Airlines Inc.,DAL,217.0,32.84711389,-96.85177222
1488,AA,American Airlines Inc.,DRO,674.0,37.15151667,-107.7537692
1489,MQ,American Eagle Airlines Inc.,DRO,674.0,37.15151667,-107.7537692
1490,OO,Skywest Airlines Inc.,DRO,266.5916599516519,37.15151667,-107.7537692
1491,XE,Expressjet Airlines Inc.,DRO,869.0,37.15151667,-107.7537692
1492,YV,Mesa Airlines Inc.,DRO,281.7837940174176,37.15151667,-107.7537692
1493,AA,American Airlines Inc.,EGE,985.3548906789412,39.64256778,-106.9176953
1494,CO,Continental Air Lines Inc.,EGE,1155.9934640522877,39.64256778,-106.9176953
1495,DL,Delta Air Lines Inc.,EGE,1303.0613171839516,39.64256778,-106.9176953
1496,NW,Northwest Airlines Inc.,EGE,828.6610824742268,39.64256778,-106.9176953
1497,UA,United Air Lines Inc.,EGE,430.0973348783314,39.64256778,-106.9176953
1498,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),EGE,1577.1,39.64256778,-106.9176953
1499,YV,Mesa Airlines Inc.,EGE,121.0,39.64256778,-106.9176953
1500,AA,American Airlines Inc.,ELP,700.5019887904538,31.80666667,-106.3778056
1501,CO,Continental Air Lines Inc.,ELP,666.9713019768235,31.80666667,-106.3778056
1502,DL,Delta Air Lines Inc.,ELP,732.8244023636852,31.80666667,-106.3778056
1503,EV,Atlantic Southeast Airlines,ELP,550.9854797979798,31.80666667,-106.3778056
1504,F9,Frontier Airlines Inc.,ELP,563.0,31.80666667,-106.3778056
1505,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),ELP,380.55163424904754,31.80666667,-106.3778056
1506,OO,Skywest Airlines Inc.,ELP,598.0792217700915,31.80666667,-106.3778056
1507,TW,Trans World Airways LLC,ELP,1022.0,31.80666667,-106.3778056
1508,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ELP,359.2778649921507,31.80666667,-106.3778056
1509,WN,Southwest Airlines Co.,ELP,491.2741749295227,31.80666667,-106.3778056
1510,XE,Expressjet Airlines Inc.,ELP,657.3685708032392,31.80666667,-106.3778056
1511,YV,Mesa Airlines Inc.,ELP,394.44226482389655,31.80666667,-106.3778056
1512,AA,American Airlines Inc.,EWR,1242.139275718038,40.69249722,-74.16866056
1513,AS,Alaska Airlines Inc.,EWR,2401.0,40.69249722,-74.16866056
1514,B6,JetBlue Airways,EWR,1029.0606610237808,40.69249722,-74.16866056
1515,CO,Continental Air Lines Inc.,EWR,1107.541890431937,40.69249722,-74.16866056
1516,DH,Independence Air,EWR,211.5522570602624,40.69249722,-74.16866056
1517,DL,Delta Air Lines Inc.,EWR,873.2963571654024,40.69249722,-74.16866056
1518,EV,Atlantic Southeast Airlines,EWR,624.9874015748031,40.69249722,-74.16866056
1519,FL,AirTran Airways Corporation,EWR,741.9958856202428,40.69249722,-74.16866056
1520,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),EWR,1815.9439290698629,40.69249722,-74.16866056
1521,MQ,American Eagle Airlines Inc.,EWR,311.75887662988964,40.69249722,-74.16866056
1522,NW,Northwest Airlines Inc.,EWR,753.8877739385621,40.69249722,-74.16866056
1523,OH,Comair Inc.,EWR,569.0,40.69249722,-74.16866056
1524,OO,Skywest Airlines Inc.,EWR,725.4420677361854,40.69249722,-74.16866056
1525,TW,Trans World Airways LLC,EWR,872.0,40.69249722,-74.16866056
1526,TZ,ATA Airlines d/b/a ATA,EWR,803.7851239669421,40.69249722,-74.16866056
1527,UA,United Air Lines Inc.,EWR,1472.1927268771265,40.69249722,-74.16866056
1528,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),EWR,550.2826074213025,40.69249722,-74.16866056
1529,XE,Expressjet Airlines Inc.,EWR,503.34800255875984,40.69249722,-74.16866056
1530,YV,Mesa Airlines Inc.,EWR,317.74760580784675,40.69249722,-74.16866056
1531,AA,American Airlines Inc.,FAT,1313.0,36.77619444,-119.7181389
1532,DL,Delta Air Lines Inc.,FAT,331.5795516675779,36.77619444,-119.7181389
1533,F9,Frontier Airlines Inc.,FAT,844.0,36.77619444,-119.7181389
1534,MQ,American Eagle Airlines Inc.,FAT,209.0,36.77619444,-119.7181389
1535,OO,Skywest Airlines Inc.,FAT,318.29616724738673,36.77619444,-119.7181389
1536,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),FAT,258.0,36.77619444,-119.7181389
1537,XE,Expressjet Airlines Inc.,FAT,264.8702594810379,36.77619444,-119.7181389
1538,YV,Mesa Airlines Inc.,FAT,434.6057525951557,36.77619444,-119.7181389
1539,AA,American Airlines Inc.,GUC,678.8164383561644,38.53396333,-106.9331817
1540,CO,Continental Air Lines Inc.,GUC,925.7225433526012,38.53396333,-106.9331817
1541,DL,Delta Air Lines Inc.,GUC,1301.0,38.53396333,-106.9331817
1542,OO,Skywest Airlines Inc.,GUC,152.0,38.53396333,-106.9331817
1543,UA,United Air Lines Inc.,GUC,152.0,38.53396333,-106.9331817
1544,XE,Expressjet Airlines Inc.,GUC,797.4322580645161,38.53396333,-106.9331817
1545,YV,Mesa Airlines Inc.,GUC,152.0,38.53396333,-106.9331817
1546,AA,American Airlines Inc.,HDN,854.1544571932922,40.48118028,-107.2176597
1547,CO,Continental Air Lines Inc.,HDN,1096.798353909465,40.48118028,-107.2176597
1548,DL,Delta Air Lines Inc.,HDN,669.0311284046693,40.48118028,-107.2176597
1549,EV,Atlantic Southeast Airlines,HDN,251.0,40.48118028,-107.2176597
