,UniqueCarrier,Description,Origin,Distance,lat,long
0,9E,Pinnacle Airlines Inc.,ABE,424.0,40.65236278,-75.44040167
1,DH,Independence Air,ABE,293.9210053859964,40.65236278,-75.44040167
2,DL,Delta Air Lines Inc.,ABE,456.51123082542,40.65236278,-75.44040167
3,EV,Atlantic Southeast Airlines,ABE,655.6036141750762,40.65236278,-75.44040167
4,NW,Northwest Airlines Inc.,ABE,372.52152941176473,40.65236278,-75.44040167
5,OH,Comair Inc.,ABE,564.6686504127472,40.65236278,-75.44040167
6,OO,Skywest Airlines Inc.,ABE,653.6872384937238,40.65236278,-75.44040167
7,UA,United Air Lines Inc.,ABE,651.8322321544241,40.65236278,-75.44040167
8,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ABE,357.06431290195565,40.65236278,-75.44040167
9,XE,Expressjet Airlines Inc.,ABE,339.0,40.65236278,-75.44040167
10,YV,Mesa Airlines Inc.,ABE,653.8952150211993,40.65236278,-75.44040167
11,9E,Pinnacle Airlines Inc.,ALB,963.4351585014408,42.74811944,-73.80297861
12,AA,American Airlines Inc.,ALB,722.5414693546205,42.74811944,-73.80297861
13,DH,Independence Air,ALB,392.7794495412844,42.74811944,-73.80297861
14,DL,Delta Air Lines Inc.,ALB,718.5524241396847,42.74811944,-73.80297861
15,EV,Atlantic Southeast Airlines,ALB,835.2520293776575,42.74811944,-73.80297861
16,MQ,American Eagle Airlines Inc.,ALB,524.1874884323524,42.74811944,-73.80297861
17,NW,Northwest Airlines Inc.,ALB,488.0,42.74811944,-73.80297861
18,OH,Comair Inc.,ALB,617.4853723404256,42.74811944,-73.80297861
19,OO,Skywest Airlines Inc.,ALB,738.1572904707233,42.74811944,-73.80297861
20,UA,United Air Lines Inc.,ALB,723.0,42.74811944,-73.80297861
21,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ALB,369.03802087941256,42.74811944,-73.80297861
22,WN,Southwest Airlines Co.,ALB,682.987261359457,42.74811944,-73.80297861
23,XE,Expressjet Airlines Inc.,ALB,277.87816054332706,42.74811944,-73.80297861
24,YV,Mesa Airlines Inc.,ALB,640.4358974358975,42.74811944,-73.80297861
25,9E,Pinnacle Airlines Inc.,ALO,166.0,42.55708139,-92.40034361
26,NW,Northwest Airlines Inc.,ALO,166.0,42.55708139,-92.40034361
27,9E,Pinnacle Airlines Inc.,ATL,597.5056179775281,33.64044444,-84.42694444
28,AA,American Airlines Inc.,ATL,664.4925075024346,33.64044444,-84.42694444
29,B6,JetBlue Airways,ATL,1964.5635359116025,33.64044444,-84.42694444
30,CO,Continental Air Lines Inc.,ATL,692.7163331819518,33.64044444,-84.42694444
31,DH,Independence Air,ATL,533.0,33.64044444,-84.42694444
32,DL,Delta Air Lines Inc.,ATL,690.3662858836481,33.64044444,-84.42694444
33,EV,Atlantic Southeast Airlines,ATL,426.4447127192485,33.64044444,-84.42694444
34,F9,Frontier Airlines Inc.,ATL,1199.0,33.64044444,-84.42694444
35,FL,AirTran Airways Corporation,ATL,616.187666059884,33.64044444,-84.42694444
36,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),ATL,1622.5264434740418,33.64044444,-84.42694444
37,MQ,American Eagle Airlines Inc.,ATL,648.8598484848485,33.64044444,-84.42694444
38,NW,Northwest Airlines Inc.,ATL,637.1173279027247,33.64044444,-84.42694444
39,OH,Comair Inc.,ATL,569.4416620803522,33.64044444,-84.42694444
40,OO,Skywest Airlines Inc.,ATL,610.5163145033779,33.64044444,-84.42694444
41,TW,Trans World Airways LLC,ATL,496.522161872192,33.64044444,-84.42694444
42,UA,United Air Lines Inc.,ATL,894.3258268096699,33.64044444,-84.42694444
43,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),ATL,546.5722606479796,33.64044444,-84.42694444
44,XE,Expressjet Airlines Inc.,ATL,601.208096199743,33.64044444,-84.42694444
45,YV,Mesa Airlines Inc.,ATL,510.79671344165433,33.64044444,-84.42694444
46,9E,Pinnacle Airlines Inc.,ATW,270.33929712460065,44.25740806,-88.51947556
47,DH,Independence Air,ATW,411.0,44.25740806,-88.51947556
48,EV,Atlantic Southeast Airlines,ATW,678.2450704225353,44.25740806,-88.51947556
49,OH,Comair Inc.,ATW,467.7362899380067,44.25740806,-88.51947556
50,OO,Skywest Airlines Inc.,ATW,159.96386333771355,44.25740806,-88.51947556
51,YV,Mesa Airlines Inc.,ATW,160.0,44.25740806,-88.51947556
52,9E,Pinnacle Airlines Inc.,AUS,709.3475499092559,30.19453278,-97.66987194
53,AA,American Airlines Inc.,AUS,586.9924164354604,30.19453278,-97.66987194
54,B6,JetBlue Airways,AUS,1565.9444644789037,30.19453278,-97.66987194
55,CO,Continental Air Lines Inc.,AUS,325.63177566275886,30.19453278,-97.66987194
56,DH,Independence Air,AUS,978.0,30.19453278,-97.66987194
57,DL,Delta Air Lines Inc.,AUS,637.7994628894645,30.19453278,-97.66987194
58,EV,Atlantic Southeast Airlines,AUS,589.2626773423234,30.19453278,-97.66987194
59,F9,Frontier Airlines Inc.,AUS,775.0,30.19453278,-97.66987194
60,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),AUS,883.4007155635063,30.19453278,-97.66987194
61,MQ,American Eagle Airlines Inc.,AUS,551.6837854628287,30.19453278,-97.66987194
62,NW,Northwest Airlines Inc.,AUS,814.4520854167893,30.19453278,-97.66987194
63,OH,Comair Inc.,AUS,965.4649706457926,30.19453278,-97.66987194
64,OO,Skywest Airlines Inc.,AUS,779.2107352107353,30.19453278,-97.66987194
65,TW,Trans World Airways LLC,AUS,677.7570514339891,30.19453278,-97.66987194
66,UA,United Air Lines Inc.,AUS,966.4906847935548,30.19453278,-97.66987194
67,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),AUS,807.7833572453371,30.19453278,-97.66987194
68,WN,Southwest Airlines Co.,AUS,469.6062941275432,30.19453278,-97.66987194
69,XE,Expressjet Airlines Inc.,AUS,796.7521065506932,30.19453278,-97.66987194
70,YV,Mesa Airlines Inc.,AUS,1055.3990208078335,30.19453278,-97.66987194
71,9E,Pinnacle Airlines Inc.,AVL,605.0243190661479,35.43619444,-82.54180556
72,DH,Independence Air,AVL,275.0,35.43619444,-82.54180556
73,EV,Atlantic Southeast Airlines,AVL,175.4725312934631,35.43619444,-82.54180556
74,OH,Comair Inc.,AVL,274.22558139534885,35.43619444,-82.54180556
75,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),AVL,92.0,35.43619444,-82.54180556
76,XE,Expressjet Airlines Inc.,AVL,680.2907657657657,35.43619444,-82.54180556
77,YV,Mesa Airlines Inc.,AVL,92.0,35.43619444,-82.54180556
78,9E,Pinnacle Airlines Inc.,AVP,398.0,41.33814944,-75.7242675
79,DH,Independence Air,AVP,616.1050583657587,41.33814944,-75.7242675
80,DL,Delta Air Lines Inc.,AVP,448.3179104477612,41.33814944,-75.7242675
81,EV,Atlantic Southeast Airlines,AVP,685.5532118887824,41.33814944,-75.7242675
82,OH,Comair Inc.,AVP,554.8155565905915,41.33814944,-75.7242675
83,OO,Skywest Airlines Inc.,AVP,630.4389027431422,41.33814944,-75.7242675
84,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),AVP,209.83859127851088,41.33814944,-75.7242675
85,YV,Mesa Airlines Inc.,AVP,631.0,41.33814944,-75.7242675
86,9E,Pinnacle Airlines Inc.,AZO,202.30470914127423,42.234875,-85.5520575
87,DH,Independence Air,AZO,204.7014976174268,42.234875,-85.5520575
88,EV,Atlantic Southeast Airlines,AZO,586.7856209150327,42.234875,-85.5520575
89,MQ,American Eagle Airlines Inc.,AZO,122.0,42.234875,-85.5520575
90,NW,Northwest Airlines Inc.,AZO,181.2313831975644,42.234875,-85.5520575
91,OH,Comair Inc.,AZO,224.92966534316503,42.234875,-85.5520575
92,OO,Skywest Airlines Inc.,AZO,121.97718886279772,42.234875,-85.5520575
93,9E,Pinnacle Airlines Inc.,BDL,663.0556792873051,41.93887417,-72.68322833
94,AA,American Airlines Inc.,BDL,1149.8457339603628,41.93887417,-72.68322833
95,CO,Continental Air Lines Inc.,BDL,779.0061580210834,41.93887417,-72.68322833
96,DH,Independence Air,BDL,362.9088206144698,41.93887417,-72.68322833
97,DL,Delta Air Lines Inc.,BDL,944.0257512946675,41.93887417,-72.68322833
98,EV,Atlantic Southeast Airlines,BDL,787.1978021978022,41.93887417,-72.68322833
99,F9,Frontier Airlines Inc.,BDL,1671.0,41.93887417,-72.68322833
100,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),BDL,2142.122572815534,41.93887417,-72.68322833
101,MQ,American Eagle Airlines Inc.,BDL,501.97653216275535,41.93887417,-72.68322833
102,NW,Northwest Airlines Inc.,BDL,753.0780206239056,41.93887417,-72.68322833
103,OH,Comair Inc.,BDL,766.5775165319618,41.93887417,-72.68322833
104,OO,Skywest Airlines Inc.,BDL,779.648,41.93887417,-72.68322833
105,TW,Trans World Airways LLC,BDL,914.268968285829,41.93887417,-72.68322833
106,UA,United Air Lines Inc.,BDL,795.5946214856298,41.93887417,-72.68322833
107,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BDL,461.9899357105388,41.93887417,-72.68322833
108,WN,Southwest Airlines Co.,BDL,618.8722539476091,41.93887417,-72.68322833
109,XE,Expressjet Airlines Inc.,BDL,278.8872015523496,41.93887417,-72.68322833
110,YV,Mesa Airlines Inc.,BDL,646.4357142857143,41.93887417,-72.68322833
111,9E,Pinnacle Airlines Inc.,BGM,378.0,42.20848278,-75.97961361
112,DH,Independence Air,BGM,238.0,42.20848278,-75.97961361
113,EV,Atlantic Southeast Airlines,BGM,749.0,42.20848278,-75.97961361
114,OH,Comair Inc.,BGM,503.4569224174882,42.20848278,-75.97961361
115,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BGM,247.35488505747125,42.20848278,-75.97961361
116,9E,Pinnacle Airlines Inc.,BGR,755.6060606060606,44.80744444,-68.82813889
117,DH,Independence Air,BGR,201.0,44.80744444,-68.82813889
118,DL,Delta Air Lines Inc.,BGR,163.96774193548387,44.80744444,-68.82813889
119,EV,Atlantic Southeast Airlines,BGR,1107.0833333333333,44.80744444,-68.82813889
120,MQ,American Eagle Airlines Inc.,BGR,232.06396535725327,44.80744444,-68.82813889
121,OH,Comair Inc.,BGR,587.5973090513727,44.80744444,-68.82813889
122,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BGR,518.583850931677,44.80744444,-68.82813889
123,XE,Expressjet Airlines Inc.,BGR,393.0,44.80744444,-68.82813889
124,9E,Pinnacle Airlines Inc.,BHM,479.35103926097,33.56294306,-86.75354972
125,AA,American Airlines Inc.,BHM,595.864049928566,33.56294306,-86.75354972
126,CO,Continental Air Lines Inc.,BHM,556.7397612016947,33.56294306,-86.75354972
127,DH,Independence Air,BHM,584.5003861003861,33.56294306,-86.75354972
128,DL,Delta Air Lines Inc.,BHM,186.3823600678459,33.56294306,-86.75354972
129,EV,Atlantic Southeast Airlines,BHM,409.46797202797205,33.56294306,-86.75354972
130,MQ,American Eagle Airlines Inc.,BHM,584.0,33.56294306,-86.75354972
131,NW,Northwest Airlines Inc.,BHM,351.75885445489763,33.56294306,-86.75354972
132,OH,Comair Inc.,BHM,592.9156759136944,33.56294306,-86.75354972
133,OO,Skywest Airlines Inc.,BHM,808.2211554109032,33.56294306,-86.75354972
134,UA,United Air Lines Inc.,BHM,584.0,33.56294306,-86.75354972
135,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BHM,377.3884358784285,33.56294306,-86.75354972
136,WN,Southwest Airlines Co.,BHM,487.5354991416004,33.56294306,-86.75354972
137,XE,Expressjet Airlines Inc.,BHM,626.1628959276018,33.56294306,-86.75354972
138,YV,Mesa Airlines Inc.,BHM,483.20406470344255,33.56294306,-86.75354972
139,9E,Pinnacle Airlines Inc.,BIL,748.0,45.8076625,-108.5428611
140,DL,Delta Air Lines Inc.,BIL,387.0,45.8076625,-108.5428611
141,EV,Atlantic Southeast Airlines,BIL,387.0,45.8076625,-108.5428611
142,NW,Northwest Airlines Inc.,BIL,657.0141518970281,45.8076625,-108.5428611
143,OH,Comair Inc.,BIL,992.8907721280602,45.8076625,-108.5428611
144,OO,Skywest Airlines Inc.,BIL,407.98853362734286,45.8076625,-108.5428611
145,UA,United Air Lines Inc.,BIL,455.0,45.8076625,-108.5428611
146,XE,Expressjet Airlines Inc.,BIL,455.0,45.8076625,-108.5428611
147,YV,Mesa Airlines Inc.,BIL,835.24,45.8076625,-108.5428611
148,9E,Pinnacle Airlines Inc.,BIS,386.0,46.77411111,-100.7467222
149,NW,Northwest Airlines Inc.,BIS,386.0,46.77411111,-100.7467222
150,OO,Skywest Airlines Inc.,BIS,517.0655058043118,46.77411111,-100.7467222
151,9E,Pinnacle Airlines Inc.,BJI,199.0,47.50942417,-94.93372333
152,9E,Pinnacle Airlines Inc.,BNA,423.8460803059273,36.12447667,-86.67818222
153,AA,American Airlines Inc.,BNA,706.0741256381049,36.12447667,-86.67818222
154,B6,JetBlue Airways,BNA,766.0,36.12447667,-86.67818222
155,CO,Continental Air Lines Inc.,BNA,676.1615985538124,36.12447667,-86.67818222
156,DH,Independence Air,BNA,437.3088998443176,36.12447667,-86.67818222
157,DL,Delta Air Lines Inc.,BNA,303.14263701561816,36.12447667,-86.67818222
158,EV,Atlantic Southeast Airlines,BNA,341.28712871287127,36.12447667,-86.67818222
159,F9,Frontier Airlines Inc.,BNA,1013.0,36.12447667,-86.67818222
160,MQ,American Eagle Airlines Inc.,BNA,562.3766070210421,36.12447667,-86.67818222
161,NW,Northwest Airlines Inc.,BNA,463.6130052240858,36.12447667,-86.67818222
162,OH,Comair Inc.,BNA,432.0543689320388,36.12447667,-86.67818222
163,OO,Skywest Airlines Inc.,BNA,734.0538,36.12447667,-86.67818222
164,TW,Trans World Airways LLC,BNA,271.0710455764075,36.12447667,-86.67818222
165,UA,United Air Lines Inc.,BNA,659.600484771841,36.12447667,-86.67818222
166,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BNA,457.1759529422749,36.12447667,-86.67818222
167,WN,Southwest Airlines Co.,BNA,736.4581298185316,36.12447667,-86.67818222
168,XE,Expressjet Airlines Inc.,BNA,647.276202970529,36.12447667,-86.67818222
169,YV,Mesa Airlines Inc.,BNA,521.1194248826291,36.12447667,-86.67818222
170,9E,Pinnacle Airlines Inc.,BOS,974.4517619872906,42.3643475,-71.00517917
171,AA,American Airlines Inc.,BOS,1501.807022943481,42.3643475,-71.00517917
172,AS,Alaska Airlines Inc.,BOS,2497.456390738979,42.3643475,-71.00517917
173,B6,JetBlue Airways,BOS,1216.7022155130312,42.3643475,-71.00517917
174,CO,Continental Air Lines Inc.,BOS,585.9333119039966,42.3643475,-71.00517917
175,DH,Independence Air,BOS,313.9952937443816,42.3643475,-71.00517917
176,DL,Delta Air Lines Inc.,BOS,894.2090122557477,42.3643475,-71.00517917
177,EV,Atlantic Southeast Airlines,BOS,219.671186440678,42.3643475,-71.00517917
178,FL,AirTran Airways Corporation,BOS,561.0778873429691,42.3643475,-71.00517917
179,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),BOS,1968.494960806271,42.3643475,-71.00517917
180,MQ,American Eagle Airlines Inc.,BOS,334.9876825875261,42.3643475,-71.00517917
181,NW,Northwest Airlines Inc.,BOS,909.9895686368684,42.3643475,-71.00517917
182,OH,Comair Inc.,BOS,425.1437759381178,42.3643475,-71.00517917
183,TW,Trans World Airways LLC,BOS,949.3237469186524,42.3643475,-71.00517917
184,TZ,ATA Airlines d/b/a ATA,BOS,860.6287655050206,42.3643475,-71.00517917
185,UA,United Air Lines Inc.,BOS,1396.5950258634955,42.3643475,-71.00517917
186,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BOS,476.8519587452329,42.3643475,-71.00517917
187,XE,Expressjet Airlines Inc.,BOS,427.3000525486075,42.3643475,-71.00517917
188,YV,Mesa Airlines Inc.,BOS,416.9413895291406,42.3643475,-71.00517917
189,9E,Pinnacle Airlines Inc.,BTR,319.0,30.53316083,-91.14963444
190,AA,American Airlines Inc.,BTR,383.0,30.53316083,-91.14963444
191,CO,Continental Air Lines Inc.,BTR,278.47041847041845,30.53316083,-91.14963444
192,DL,Delta Air Lines Inc.,BTR,351.52246277597123,30.53316083,-91.14963444
193,EV,Atlantic Southeast Airlines,BTR,463.7166410200044,30.53316083,-91.14963444
194,MQ,American Eagle Airlines Inc.,BTR,425.5790905557715,30.53316083,-91.14963444
195,NW,Northwest Airlines Inc.,BTR,319.0,30.53316083,-91.14963444
196,OH,Comair Inc.,BTR,926.2119944211994,30.53316083,-91.14963444
197,OO,Skywest Airlines Inc.,BTR,138.0,30.53316083,-91.14963444
198,XE,Expressjet Airlines Inc.,BTR,268.9790347042555,30.53316083,-91.14963444
199,9E,Pinnacle Airlines Inc.,BTV,572.8937644341802,44.47300361,-73.1503125
200,B6,JetBlue Airways,BTV,267.1578231292517,44.47300361,-73.1503125
201,CO,Continental Air Lines Inc.,BTV,266.0,44.47300361,-73.1503125
202,DH,Independence Air,BTV,415.9258298755187,44.47300361,-73.1503125
203,EV,Atlantic Southeast Airlines,BTV,960.0,44.47300361,-73.1503125
204,MQ,American Eagle Airlines Inc.,BTV,352.67836517103507,44.47300361,-73.1503125
205,NW,Northwest Airlines Inc.,BTV,536.0,44.47300361,-73.1503125
206,OH,Comair Inc.,BTV,518.35158855538,44.47300361,-73.1503125
207,OO,Skywest Airlines Inc.,BTV,763.355309218203,44.47300361,-73.1503125
208,UA,United Air Lines Inc.,BTV,731.2524283487229,44.47300361,-73.1503125
209,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BTV,381.7584103875664,44.47300361,-73.1503125
210,XE,Expressjet Airlines Inc.,BTV,326.8595578673602,44.47300361,-73.1503125
211,YV,Mesa Airlines Inc.,BTV,438.25,44.47300361,-73.1503125
212,9E,Pinnacle Airlines Inc.,BUF,240.0,42.94052472,-78.73216667
213,AA,American Airlines Inc.,BUF,513.4354134165367,42.94052472,-78.73216667
214,B6,JetBlue Airways,BUF,317.261684981685,42.94052472,-78.73216667
215,CO,Continental Air Lines Inc.,BUF,279.7774949083503,42.94052472,-78.73216667
216,DH,Independence Air,BUF,331.85621589736024,42.94052472,-78.73216667
217,DL,Delta Air Lines Inc.,BUF,633.9535207186323,42.94052472,-78.73216667
218,EV,Atlantic Southeast Airlines,BUF,682.6511175898931,42.94052472,-78.73216667
219,FL,AirTran Airways Corporation,BUF,729.4283103739106,42.94052472,-78.73216667
220,MQ,American Eagle Airlines Inc.,BUF,482.76019876572894,42.94052472,-78.73216667
221,NW,Northwest Airlines Inc.,BUF,337.86755178757096,42.94052472,-78.73216667
222,OH,Comair Inc.,BUF,490.04761368752816,42.94052472,-78.73216667
223,OO,Skywest Airlines Inc.,BUF,689.7351598173516,42.94052472,-78.73216667
224,UA,United Air Lines Inc.,BUF,424.8505544498152,42.94052472,-78.73216667
225,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BUF,339.6474811727718,42.94052472,-78.73216667
226,WN,Southwest Airlines Co.,BUF,718.0038624059157,42.94052472,-78.73216667
227,XE,Expressjet Airlines Inc.,BUF,240.65132743362832,42.94052472,-78.73216667
228,YV,Mesa Airlines Inc.,BUF,358.90619307832424,42.94052472,-78.73216667
229,9E,Pinnacle Airlines Inc.,BWI,782.7653631284916,39.17540167,-76.66819833
230,AA,American Airlines Inc.,BWI,1058.5875871039673,39.17540167,-76.66819833
231,CO,Continental Air Lines Inc.,BWI,868.0542936865987,39.17540167,-76.66819833
232,DH,Independence Air,BWI,430.0,39.17540167,-76.66819833
233,DL,Delta Air Lines Inc.,BWI,562.2541981606286,39.17540167,-76.66819833
234,EV,Atlantic Southeast Airlines,BWI,440.1175,39.17540167,-76.66819833
235,F9,Frontier Airlines Inc.,BWI,1489.8711288711288,39.17540167,-76.66819833
236,FL,AirTran Airways Corporation,BWI,600.0753115226133,39.17540167,-76.66819833
237,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),BWI,1764.849699063754,39.17540167,-76.66819833
238,MQ,American Eagle Airlines Inc.,BWI,357.8615764899753,39.17540167,-76.66819833
239,NW,Northwest Airlines Inc.,BWI,618.8771898818071,39.17540167,-76.66819833
240,OH,Comair Inc.,BWI,371.2905895480752,39.17540167,-76.66819833
241,OO,Skywest Airlines Inc.,BWI,640.9318568994889,39.17540167,-76.66819833
242,TW,Trans World Airways LLC,BWI,736.9874678913365,39.17540167,-76.66819833
243,TZ,ATA Airlines d/b/a ATA,BWI,185.0,39.17540167,-76.66819833
244,UA,United Air Lines Inc.,BWI,1267.649000553327,39.17540167,-76.66819833
245,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),BWI,570.9597760261968,39.17540167,-76.66819833
246,WN,Southwest Airlines Co.,BWI,645.1643693906663,39.17540167,-76.66819833
247,XE,Expressjet Airlines Inc.,BWI,211.66354664767525,39.17540167,-76.66819833
248,YV,Mesa Airlines Inc.,BWI,361.0,39.17540167,-76.66819833
249,9E,Pinnacle Airlines Inc.,BZN,874.0,45.77690139,-111.1530072
250,DL,Delta Air Lines Inc.,BZN,363.0668576886342,45.77690139,-111.1530072
251,EV,Atlantic Southeast Airlines,BZN,347.0,45.77690139,-111.1530072
252,F9,Frontier Airlines Inc.,BZN,525.0,45.77690139,-111.1530072
253,NW,Northwest Airlines Inc.,BZN,834.9760334996437,45.77690139,-111.1530072
254,OO,Skywest Airlines Inc.,BZN,449.2050848481189,45.77690139,-111.1530072
255,9E,Pinnacle Airlines Inc.,CAE,547.2635431918009,33.93884,-81.11953944
256,CO,Continental Air Lines Inc.,CAE,433.6145454545455,33.93884,-81.11953944
257,DH,Independence Air,CAE,452.9095443645084,33.93884,-81.11953944
258,DL,Delta Air Lines Inc.,CAE,190.3044332555569,33.93884,-81.11953944
259,EV,Atlantic Southeast Airlines,CAE,398.6585349552199,33.93884,-81.11953944
260,MQ,American Eagle Airlines Inc.,CAE,912.1011929247225,33.93884,-81.11953944
261,OH,Comair Inc.,CAE,464.3995327102804,33.93884,-81.11953944
262,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CAE,88.04066198060326,33.93884,-81.11953944
263,XE,Expressjet Airlines Inc.,CAE,734.9818862275449,33.93884,-81.11953944
264,YV,Mesa Airlines Inc.,CAE,503.9379800028981,33.93884,-81.11953944
265,9E,Pinnacle Airlines Inc.,CAK,133.0,40.91631194,-81.44246556
266,DH,Independence Air,CAK,341.1270718232044,40.91631194,-81.44246556
267,DL,Delta Air Lines Inc.,CAK,528.0,40.91631194,-81.44246556
268,EV,Atlantic Southeast Airlines,CAK,509.8880984426072,40.91631194,-81.44246556
269,F9,Frontier Airlines Inc.,CAK,1224.0,40.91631194,-81.44246556
270,FL,AirTran Airways Corporation,CAK,584.5271435544227,40.91631194,-81.44246556
271,OH,Comair Inc.,CAK,314.1584654638236,40.91631194,-81.44246556
272,OO,Skywest Airlines Inc.,CAK,344.0,40.91631194,-81.44246556
273,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CAK,80.20741244474668,40.91631194,-81.44246556
274,YV,Mesa Airlines Inc.,CAK,344.1187648456057,40.91631194,-81.44246556
275,9E,Pinnacle Airlines Inc.,CHA,271.0,35.03526833,-85.20378778
276,DH,Independence Air,CHA,278.0,35.03526833,-85.20378778
277,EV,Atlantic Southeast Airlines,CHA,116.18773733444476,35.03526833,-85.20378778
278,MQ,American Eagle Airlines Inc.,CHA,527.7372786728346,35.03526833,-85.20378778
279,OH,Comair Inc.,CHA,265.3772856039145,35.03526833,-85.20378778
280,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CHA,241.9787599562705,35.03526833,-85.20378778
281,XE,Expressjet Airlines Inc.,CHA,686.0,35.03526833,-85.20378778
282,YV,Mesa Airlines Inc.,CHA,242.0,35.03526833,-85.20378778
283,9E,Pinnacle Airlines Inc.,CHS,636.9293865905848,32.89864639,-80.04050583
284,CO,Continental Air Lines Inc.,CHS,453.1046077210461,32.89864639,-80.04050583
285,DH,Independence Air,CHS,516.6584724595767,32.89864639,-80.04050583
286,DL,Delta Air Lines Inc.,CHS,259.0,32.89864639,-80.04050583
287,EV,Atlantic Southeast Airlines,CHS,553.068669527897,32.89864639,-80.04050583
288,FL,AirTran Airways Corporation,CHS,259.0,32.89864639,-80.04050583
289,MQ,American Eagle Airlines Inc.,CHS,987.0,32.89864639,-80.04050583
290,NW,Northwest Airlines Inc.,CHS,668.0,32.89864639,-80.04050583
291,OH,Comair Inc.,CHS,555.1711000901713,32.89864639,-80.04050583
292,OO,Skywest Airlines Inc.,CHS,752.8842105263158,32.89864639,-80.04050583
293,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CHS,208.5607341046752,32.89864639,-80.04050583
294,XE,Expressjet Airlines Inc.,CHS,751.1029688972667,32.89864639,-80.04050583
295,YV,Mesa Airlines Inc.,CHS,400.0032822757112,32.89864639,-80.04050583
296,9E,Pinnacle Airlines Inc.,CID,335.4594594594595,41.88458833,-91.71087222
297,AA,American Airlines Inc.,CID,228.0,41.88458833,-91.71087222
298,DH,Independence Air,CID,340.28826416778224,41.88458833,-91.71087222
299,EV,Atlantic Southeast Airlines,CID,694.0,41.88458833,-91.71087222
300,MQ,American Eagle Airlines Inc.,CID,394.5620252107855,41.88458833,-91.71087222
301,NW,Northwest Airlines Inc.,CID,221.03740648379053,41.88458833,-91.71087222
302,OH,Comair Inc.,CID,430.6365026765231,41.88458833,-91.71087222
303,OO,Skywest Airlines Inc.,CID,395.6281706107411,41.88458833,-91.71087222
304,TW,Trans World Airways LLC,CID,228.0937364699091,41.88458833,-91.71087222
305,UA,United Air Lines Inc.,CID,312.99219253635124,41.88458833,-91.71087222
306,YV,Mesa Airlines Inc.,CID,210.23703703703703,41.88458833,-91.71087222
307,9E,Pinnacle Airlines Inc.,CLE,482.9395807644883,41.41089417,-81.84939667
308,AA,American Airlines Inc.,CLE,903.4535693557748,41.41089417,-81.84939667
309,CO,Continental Air Lines Inc.,CLE,884.4026705478055,41.41089417,-81.84939667
310,DH,Independence Air,CLE,273.8512498083116,41.41089417,-81.84939667
311,DL,Delta Air Lines Inc.,CLE,466.3267016320431,41.41089417,-81.84939667
312,EV,Atlantic Southeast Airlines,CLE,513.6307732911058,41.41089417,-81.84939667
313,HP,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),CLE,1752.805754199235,41.41089417,-81.84939667
314,MQ,American Eagle Airlines Inc.,CLE,512.92757366214,41.41089417,-81.84939667
315,NW,Northwest Airlines Inc.,CLE,344.9029868901203,41.41089417,-81.84939667
316,OH,Comair Inc.,CLE,305.44058805698694,41.41089417,-81.84939667
317,OO,Skywest Airlines Inc.,CLE,579.6388443017656,41.41089417,-81.84939667
318,TW,Trans World Airways LLC,CLE,477.49080981312005,41.41089417,-81.84939667
319,UA,United Air Lines Inc.,CLE,526.1915574672402,41.41089417,-81.84939667
320,US,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),CLE,401.6528156153639,41.41089417,-81.84939667
321,WN,Southwest Airlines Co.,CLE,410.49444655894257,41.41089417,-81.84939667
322,XE,Expressjet Airlines Inc.,CLE,431.415673905349,41.41089417,-81.84939667
323,YV,Mesa Airlines Inc.,CLE,325.3387671930718,41.41089417,-81.84939667
324,9E,Pinnacle Airlines Inc.,CLT,511.8781163434903,35.21401111,-80.94312583
