,tailnum,Distance,CRSElapsedTime,aircraft_type,engine_type,model,manufacturer
1308,N370NB,840.027036705461,140.05675917636526,Fixed Wing Multi-Engine,Turbo-Fan,A319-114,AIRBUS
1309,N370NW,978.7871326449563,156.82138602065132,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS INDUSTRIE
1310,N370SW,518.1143146181082,95.72837632776935,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1311,N370UA,565.5989326351828,104.34779981874937,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1312,N37178,500.3813786929275,99.97806624888094,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1313,N371AA,2298.770642201835,309.4462715105162,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1314,N371CA,564.109093319194,110.59119830328738,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1315,N371DA,923.0558430357913,150.71000431220352,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1316,N371NB,838.1561001598295,139.61854022376133,Fixed Wing Multi-Engine,Turbo-Fan,A319-114,AIRBUS
1317,N371NW,978.5436706425548,156.35116070283442,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS INDUSTRIE
1318,N371SW,509.4326208178439,94.64916356877323,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1319,N371UA,542.4206520671707,101.51924776588432,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1320,N37208,367.0882768361582,88.87405838041431,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
1321,N37252,1267.2552908095308,193.52597306496966,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1322,N37253,1302.177323363345,198.32458415992676,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1323,N37255,1299.003313752071,197.57990661244165,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1324,N37263,1562.1255033557047,228.94429530201342,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1325,N37267,1602.1284493626558,233.3671382546575,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1326,N37273,1564.019384670105,229.20789614085007,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1327,N37274,1549.1746661854927,227.40977986286538,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1328,N37277,1596.2682519041427,233.04941482444733,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1329,N37281,1372.8345884185926,207.56556738509477,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1330,N37287,1404.2954884971616,211.59008066925605,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1331,N37290,1390.1510217113666,210.59961685823754,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1332,N37293,1381.606936416185,210.19157720891826,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1333,N37298,1339.4735099337747,205.7488174077578,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1334,N372AA,2254.4339242546334,304.98669891172915,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1335,N372DA,938.3737395879,152.82244629548444,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1336,N372NW,968.2071501014199,155.06985294117646,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS INDUSTRIE
1337,N372SW,511.0254394079556,94.6068455134135,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1338,N372UA,549.277495367951,102.35143481565945,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1339,N3730B,661.3132137030996,120.9705274605764,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1340,N3731T,624.7338997272918,116.89165093350115,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1341,N3732J,652.4478199103924,119.72363676100973,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1342,N3733Z,671.9859028865518,122.11837100022376,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1343,N37342,318.78429933969187,83.50623624358033,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
1344,N3734B,621.3500706444952,116.12020432561678,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1345,N3735D,656.2200491729996,120.33381761287438,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1346,N3736C,659.209100033456,120.50641240102598,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1347,N3737C,685.9576797201219,123.71978332016702,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1348,N3738B,694.1767377318027,124.36836129683361,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1349,N3739,730.7737404580153,128.65786259541986,,,,
1350,N373AA,2299.4091919940697,309.5139043381535,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1351,N373DA,923.7300932957257,151.0571707528748,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1352,N373NW,968.0288279175622,155.14692122897964,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS INDUSTRIE
1353,N373SW,524.5865894838398,96.40376266280752,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1354,N373UA,550.5052389230841,102.48179298031293,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1355,N37408,1095.2247896353679,172.612394817684,Fixed Wing Multi-Engine,Turbo-Fan,737-924,BOEING
1356,N37409,1114.85883813992,174.9751621360563,Fixed Wing Multi-Engine,Turbo-Fan,737-924,BOEING
1357,N3740C,734.6144845971564,129.08101303317537,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1358,N3741S,1062.3231401186672,167.07789441655257,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1359,N3742C,1090.5620537748746,170.58742214795686,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1360,N3743H,1073.7454464682364,168.52169406189842,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1361,N3744D,1171.874027038099,181.52806226956164,Fixed Wing Single-Engine,Reciprocating,182A,CESSNA
1362,N3745B,1070.9589881754227,167.9031582098488,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1363,N3746H,1083.1423763535265,169.77846063798654,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1364,N3747D,1078.911883710475,169.00269743743445,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1365,N3748Y,1070.6543921916593,168.1291038154392,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1366,N3749D,1068.3428442709117,168.06983030485057,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1367,N374AA,2176.4190476190474,296.93123446561725,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1368,N374CA,561.4554149085794,109.86694796061884,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1369,N374DA,943.388417599819,153.56034385250538,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1370,N374NW,965.3981693363844,154.6022120518688,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS INDUSTRIE
1371,N374SW,516.4826921124759,95.19388894528474,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1372,N374UA,548.6099189995737,102.30164369286155,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1373,N3750D,1064.9500915750916,167.23031135531136,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1374,N3751B,1066.434293429343,167.44584458445846,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1375,N3752,1064.5970794218447,167.21680822530175,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1376,N3753,1056.5934082397005,166.20883895131087,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1377,N3754A,1067.0184774575018,167.49460458240947,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1378,N3755D,1070.86519269154,168.2845079072624,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1379,N3756,1068.7454685099847,167.8967741935484,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1380,N3757D,1059.3408234052179,166.50203589202232,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1381,N3758Y,1086.5582202111614,170.1716440422323,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1382,N3759,1080.0200520434717,169.51140364304302,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1383,N375AA,2207.8104575163397,299.7051134179162,Fixed Wing Multi-Engine,Turbo-Prop,690A,AERO COMMANDER
1384,N375DA,931.5632071366406,152.06527415143603,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1385,N375NC,971.0174178965563,155.38718255551123,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS
1386,N375SW,513.8867579908676,94.85388127853881,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1387,N375UA,546.1759660697455,101.98581526861452,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1388,N3760C,1091.9041685209909,170.66963358552144,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1389,N37615,812.9458915232218,142.00662552776876,Fixed Wing Multi-Engine,Turbo-Fan,737-524,BOEING
1390,N3761R,1067.429411764706,167.27285067873302,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1391,N3762Y,1069.4635791366907,167.82149280575538,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1392,N3763D,1057.4679868969624,166.60661107802264,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1393,N3764D,1073.527380952381,168.41785714285714,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1394,N3765,1090.0532225138525,170.3864100320793,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1395,N3766,1054.925357568534,166.14064362336114,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1396,N3767,1088.851527063804,170.23011793166012,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1397,N3768,1082.7074333382989,169.5758975122896,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1398,N3769L,1083.6550496811508,169.47397300904643,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1399,N376AA,2233.203149606299,302.86299212598425,Fixed Wing Single-Engine,Reciprocating,PA-32RT-300,PIPER
1400,N376CA,566.9140389899254,110.84704958785817,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1401,N376DA,940.0831580112945,152.79548222788173,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1402,N376NW,945.2196753986333,152.14094533029612,Fixed Wing Multi-Engine,Turbo-Fan,A320-212,AIRBUS
1403,N376SW,522.4531600179292,96.18556701030928,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1404,N376UA,542.5308224009028,101.53980345135656,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1405,N37700,1062.7669554825216,167.02748730206156,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1406,N3771K,1067.4925170068027,167.85336356764927,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1407,N377AA,2312.3135300881563,311.2115753162131,Fixed Wing Single-Engine,Reciprocating,FALCON XP,PAIR MIKE E
1408,N377DA,997.1631876227898,159.80586935166994,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1409,N377NW,897.9112561750177,146.69812985179956,Fixed Wing Multi-Engine,Turbo-Fan,A320-211,AIRBUS
1410,N377UA,544.2341639007059,101.71703052685709,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1411,N378AA,2205.656694091249,299.1656694091249,Fixed Wing Single-Engine,Reciprocating,172E,CESSNA
1412,N378CA,572.9065663474693,111.6593707250342,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1413,N378DA,1012.0041307253068,161.61329121613412,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1414,N378NW,895.2233529726834,146.38743081592574,Fixed Wing Multi-Engine,Turbo-Fan,A320-211,AIRBUS
1415,N378SW,501.2804842331348,93.21780728302255,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1416,N378UA,561.0020966358525,103.82150004765082,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1417,N379AA,2304.1351656626507,310.05986445783134,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1418,N379CA,562.7568915725913,110.20517196114466,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1419,N379DA,1022.3437311086931,162.72324990932174,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1420,N379SW,509.9082120886632,94.11092666731764,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1421,N379UA,551.6555134879319,102.70052058684335,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1422,N380AA,2349.456780333069,316.34377478191914,Rotorcraft,Turbo-Shaft,AS 355F1,AEROSPATIALE
1423,N380DA,1032.2728161270618,164.34123396456934,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1424,N380SW,511.6312894683235,94.43165614178041,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1425,N381AA,2375.8281308762694,318.26438510718316,Fixed Wing Multi-Engine,Reciprocating,DC-7BF,DOUGLAS
1426,N381DA,1017.0629545725527,162.01609633957315,,,,
1427,N381UA,541.1852455201304,101.41270653944612,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1428,N38257,1295.0139935414425,197.0422881746886,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1429,N38268,1497.2587779297767,221.47013223894209,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1430,N382AA,2238.8491008600467,303.1630179827991,Fixed Wing Multi-Engine,Turbo-Jet,1121,AERO COMMANDER
1431,N382DA,1017.224971737219,161.8573043587489,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1432,N382SW,507.63562512383595,93.97711511789181,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1433,N382UA,557.1104651162791,103.30163642331317,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1434,N383AA,2266.5098569771935,305.92771550057984,Fixed Wing Multi-Engine,Turbo-Prop,E-90,BEECH
1435,N383DN,996.8072653884965,159.48234106962664,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1436,N383SW,506.9229822582299,93.96420879909753,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1437,N383UA,553.7261149557862,102.92180516172442,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1438,N38403,1079.1782995742485,170.52702877048122,Fixed Wing Multi-Engine,Turbo-Fan,737-924,BOEING
1439,N384AA,2282.116050354052,307.6198347107438,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1440,N384AE,149.36111548763196,62.79360327713881,Fixed Wing Multi-Engine,Turbo-Prop,SAAB 340B,SAAB-SCANIA
1441,N384DA,1030.7290826920728,163.81030902650542,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1442,N384SW,508.2844308320572,94.01531393568148,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1443,N385AA,2252.291730474732,304.75382848392036,,,,
1444,N385DN,1052.8616029822927,165.8914259086673,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1445,N385SW,501.240996948118,93.24059003051882,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1446,N385UA,542.7336052125814,101.64065063516617,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1447,N386AA,2309.521095484826,310.61250925240563,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1448,N386DA,1029.4334259727134,163.65272865083375,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1449,N386SW,506.9863910774583,93.78952215287015,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1450,N386UA,557.5642075202285,103.44469300333175,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1451,N38727,1368.1006165919282,206.56235986547085,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
1452,N387AA,2264.453399541635,305.47975553857907,,,,
1453,N387DA,1026.651349287169,163.22428716904278,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1454,N387SW,509.10876039848,94.01612406285304,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1455,N388AA,2259.9020560747663,305.0807476635514,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1456,N388DA,1026.398296334538,163.0718895198761,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1457,N388SW,516.3972276818041,95.22085445329472,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1458,N389AA,2315.150761232826,311.07352395098405,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1459,N389DA,1037.604255319149,164.5093085106383,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1460,N389SW,511.8662524192727,94.48202098400733,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1461,N390AA,2310.2630803242446,310.51861408035387,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1462,N390CA,565.7344647868501,110.2067352666043,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1463,N390DA,1059.0589504923782,166.93794685012816,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1464,N390SW,506.98049334296627,93.97873877593148,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1465,N391AA,2184.7561274509803,297.1752450980392,Fixed Wing Multi-Engine,Turbo-Fan,767-323,BOEING
1466,N391CA,564.8430830039525,110.77483530961791,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1467,N391DA,1033.313309935205,163.7504049676026,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1468,N391SW,510.36157905419117,94.34544347473107,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1469,N39297,1336.3456627036549,205.00264200792603,Fixed Wing Multi-Engine,Turbo-Fan,737-824,BOEING
1470,N392AA,2575.939641744548,337.8746105919003,,,,
1471,N392DA,1037.389994472084,164.28634604754006,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1472,N392SW,506.16224760350804,93.75994289210688,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1473,N39343,1018.2378210806023,166.05070859167404,Fixed Wing Multi-Engine,Turbo-Jet,737-3TO,BOEING
1474,N393AA,2583.614088820827,338.7320061255743,,,,
1475,N393DA,1072.9439794816415,168.47921166306696,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1476,N393SW,160.17964686998394,55.808025682182986,Fixed Wing Multi-Engine,Turbo-Prop,EMB-120ER,EMBRAER
1477,N394AA,2552.5972169988718,335.0752162467093,Fixed Wing Single-Engine,Reciprocating,A-1B,AVIAT AIRCRAFT INC
1478,N394AE,149.34175841215693,63.19941076135835,Fixed Wing Multi-Engine,Turbo-Prop,SAAB 340B,SAAB-SCANIA
1479,N394DA,1036.9041345480027,164.34463910301332,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1480,N394DL,1611.7090322580646,234.64387096774195,Fixed Wing Multi-Engine,Turbo-Fan,767-324,BOEING
1481,N394SW,504.6830253458548,93.41664142179138,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1482,N395AA,2597.8024193548385,339.9463709677419,Fixed Wing Single-Engine,Reciprocating,A-1B,AVIAT AIRCRAFT INC
1483,N395DN,612.9883177570093,115.33837870784234,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1484,N395SW,511.38281411182174,94.64153084382092,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1485,N396AA,2287.42118226601,306.9837438423645,,,,
1486,N396DA,607.9575630252101,115.0451680672269,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1487,N396SW,511.87780956272985,94.48304045770331,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1488,N39726,1341.9392444319144,203.58457851705666,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
1489,N39728,1359.9394751693003,205.8693566591422,Fixed Wing Multi-Engine,Turbo-Jet,737-724,BOEING
1490,N397AA,2267.206008583691,305.01502145922746,,,,
1491,N397DA,634.0588112180828,117.7208036835496,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1492,N397SW,501.0890105433901,93.00486618004867,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1493,N398AA,2349.3093489965736,313.9025942241801,,,,
1494,N398CA,570.5579719469823,111.31694762578819,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2C10,BOMBARDIER INC
1495,N398DA,643.7520547945205,118.95047418335089,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1496,N398SW,504.7730330207909,93.47431716265797,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1497,N398UA,558.2169968172533,103.50064129970073,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1498,N399AA,2229.7571815718156,301.1571815718157,,,,
1499,N399DA,651.5592336349122,120.00085151676424,Fixed Wing Multi-Engine,Turbo-Jet,737-832,BOEING
1500,N399UA,559.5191573658018,103.6268361035949,Fixed Wing Multi-Engine,Turbo-Fan,737-322,BOEING
1501,N399WN,507.8056387483218,94.127852938139,Fixed Wing Multi-Engine,Turbo-Fan,737-3H4,BOEING
1502,N3AAAA,1199.811062678491,182.88033674082982,,,,
1503,N3ABAA,1187.2273348519361,181.7363304981774,,,,
1504,N3ACAA,1196.0975056689342,182.75071806500378,,,,
1505,N3ADAA,1200.3285670356704,183.12038745387454,,,,
1506,N3AEAA,1195.8740157480315,182.3998764860275,,,,
1507,N3AFAA,1177.5381179273377,180.1789755807028,,,,
1508,N3AGAA,1183.500531995744,181.03495972032223,,,,
1509,N3AHAA,1187.3420051726762,181.30066950699938,,,,
1510,N3AJAA,1190.1789819376027,181.79773100462756,,,,
1511,N3AKAA,1186.4390168014934,181.38830118232733,,,,
1512,N3ALAA,1178.194842406877,180.42533936651583,,,,
1513,N3AMAA,1196.1299969011466,182.57235822745585,,,,
1514,N3ANAA,1199.241925747057,182.92046483549652,,,,
1515,N3APAA,1183.3790092092727,180.91727532550016,,,,
1516,N3ARAA,1195.4004959702418,182.4978301301922,,,,
1517,N3ASAA,1167.5733581741965,179.04440304300576,,,,
1518,N3ATAA,1175.750159033079,179.80041348600508,,,,
1519,N3AUAA,1188.3670529282806,181.78828687754464,,,,
1520,N3AVAA,1176.9018503620273,180.13451327433629,,,,
1521,N3AWAA,1174.1007378889958,179.9828360603144,,,,
1522,N3AXAA,1188.8419407894737,181.6514229314032,,,,
1523,N3AYAA,1186.2602739726028,181.170564650852,,,,
1524,N3BAAA,1171.3092800528402,179.66859313077939,,,,
1525,N3BBAA,1169.089644012945,179.25825242718446,,,,
1526,N3BCAA,1176.7109595875602,180.2489605853983,,,,
1527,N3BDAA,1165.7665148063782,178.69215750081355,,,,
1528,N3BEAA,1145.5506908606626,176.27850840685866,,,,
1529,N3BFAA,1155.5043773450063,177.3869930319814,,,,
1530,N3BGAA,1166.646781789639,178.5103785103785,,,,
1531,N3BHAA,1175.560872624912,179.79591836734693,,,,
1532,N3BJAA,1135.2695187165775,174.91604278074865,,,,
1533,N3BKAA,1153.9345435503578,177.1295164950253,,,,
1534,N3BLAA,1145.2275972866832,175.90396287040343,,,,
1535,N3BMAA,1123.7822905232345,173.553969996341,,,,
1536,N3BNAA,1141.229801559178,175.59656272147413,,,,
1537,N3BPAA,1150.3960990247563,176.67948237059264,,,,
1538,N3BRAA,1149.1010313216195,176.3281130634072,,,,
1539,N3BSAA,1151.3117581602373,176.8282640949555,,,,
1540,N3BTAA,1180.3539205155746,180.27801646974578,,,,
1541,N3BUAA,1164.9106390770921,178.1805530122688,,,,
1542,N3BVAA,1131.1353424657534,174.48018264840184,,,,
1543,N3BWAA,1150.25625,176.6560606060606,,,,
1544,N3BXAA,1147.1616901408452,176.27230046948358,,,,
1545,N3BYAA,1132.686165273909,174.6510677808728,,,,
1546,N3CAAA,1148.0647291941875,176.38686544631062,,,,
1547,N3CBAA,1140.588040478381,175.544986200552,,,,
1548,N3CCAA,1160.725849560901,177.97728140511646,,,,
1549,N3CDAA,1162.1160817585808,178.2795989201697,,,,
1550,N3CEAA,1141.4164750957855,175.6308429118774,,,,
1551,N3CFAA,1163.6525785188057,178.33753392787904,,,,
1552,N3CGAA,1143.9414566382218,175.7297082754515,,,,
1553,N3CHAA,1129.7852748561222,174.06767215717403,,,,
1554,N3CJAA,1160.4535898452996,177.95120983736612,,,,
1555,N3CKAA,1139.504481179048,175.2810197171878,,,,
1556,N3CLAA,1144.142827952595,176.0016346546792,,,,
1557,N3CMAA,1145.3527287319423,175.9145264847512,,,,
1558,N3CNAA,1135.5915237134209,174.90090817356207,,,,
1559,N3CPAA,1119.0027772267408,172.60999801626662,,,,
1560,N3CRAA,1131.7451768488745,174.27713022508038,,,,
1561,N3CSAA,1132.3834289104211,174.5317381846945,,,,
1562,N3CTAA,1131.7086359967716,174.4225181598063,,,,
1563,N3CUAA,1158.0141788105554,177.59688853879481,,,,
1564,N3CVAA,1128.2094159015433,173.73549521390896,,,,
1565,N3CWAA,1133.7184898354308,174.48034849951597,,,,
1566,N3CXAA,1141.7457208063902,175.6932293647775,,,,
1567,N3CYAA,1129.1079522862824,174.3403578528827,,,,
1568,N3DAAA,1146.8218963831866,176.04535679374388,,,,
1569,N3DBAA,1141.6800080450523,175.3887771520515,,,,
1570,N3DCAA,1121.2719298245613,173.312321501428,,,,
1571,N3DDAA,1111.8688849277085,172.01564666270548,,,,
1572,N3DEAA,1138.441028732168,175.2622061482821,,,,
1573,N3DFAA,1141.259123343527,175.29174311926604,,,,
1574,N3DGAA,1125.8234714003945,173.69684418145957,,,,
1575,N3DHAA,1129.0415101798774,174.0381498319826,,,,
1576,N3DJAA,1149.378901619913,176.55728960885025,,,,
1577,N3DKAA,1123.7963436209948,173.43326125417732,,,,
1578,N3DLAA,1137.2172386895477,174.94305772230888,,,,
1579,N400AA,915.4300994172095,151.37221422203936,Fixed Wing Multi-Engine,Turbo-Fan,DC-9-82(MD-82),MCDONNELL DOUGLAS
1580,N400WN,738.8266806722689,124.45115546218487,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1581,N401AA,915.2464280760161,151.37927446764238,Balloon,,S-50A,RAVEN
1582,N401EA,417.5241143832693,90.71110755441741,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-51,MCDONNELL DOUGLAS
1583,N401UA,1285.2624748674832,191.3299214037653,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
1584,N401WN,747.0005227391532,125.57239937271302,Fixed Wing Multi-Engine,Turbo-Fan,737-7H4,BOEING
1585,N402AA,911.3945017658057,151.06233118637024,Balloon,,S55A,RAVEN
1586,N402UA,1259.0935010861695,188.37483023992758,Fixed Wing Multi-Engine,Turbo-Jet,A320-232,AIRBUS INDUSTRIE
