,tailnum,Distance,CRSElapsedTime,aircraft_type,engine_type,model,manufacturer
4307,N913UA,531.4470072166407,100.62155660377358,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4308,N914AW,1131.087705725137,172.17527078351387,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4309,N914CA,429.9705728485483,94.71148312843317,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4310,N914DE,481.2128864762804,97.78640547557234,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4311,N914DL,552.9845538993303,105.50901922661483,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4312,N914DN,828.0919112763979,137.54947536193384,Fixed Wing Multi-Engine,Turbo-Jet,MD-90-30,MCDONNELL DOUGLAS
4313,N914EV,411.5037115588547,89.03541887592789,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4314,N914FJ,477.04165663375875,97.28588631984586,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4315,N914FR,882.361304347826,142.17,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4316,N914UA,539.7140103432064,101.68298072402445,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4317,N915AT,601.01021430002,112.43591027438414,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4318,N915AW,1132.217103889778,172.38104516039246,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4319,N915CA,435.5985156811108,95.58127842949486,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4320,N915DE,481.6937643282898,97.691517652453,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4321,N915DL,552.0185095454985,105.50188971799594,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4322,N915DN,822.5833388870376,136.8797734088637,Fixed Wing Multi-Engine,Turbo-Jet,MD-90-30,MCDONNELL DOUGLAS
4323,N915EV,476.62073014517506,95.58795900939369,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4324,N915FJ,481.0752456266475,97.62185478073329,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4325,N915FR,1000.9928457869635,157.12745098039215,Fixed Wing Multi-Engine,Turbo-Fan,A319-112,AIRBUS
4326,N915RW,544.3718318695106,105.75928481806775,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4327,N915SW,449.35594160044354,90.40297542043984,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4328,N916CA,435.6848605577689,95.54475431606906,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4329,N916DE,487.099439581307,98.44106340604881,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4330,N916DL,556.0456718003186,106.02727755515859,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4331,N916DN,833.4533783783784,138.26466216216215,Fixed Wing Multi-Engine,Turbo-Jet,MD-90-30,MCDONNELL DOUGLAS
4332,N916EV,421.5552696472606,90.42200064329366,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4333,N916FJ,473.4884102083821,96.73870287988761,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4334,N916FR,1013.970310391363,158.61727395411606,Fixed Wing Multi-Engine,Turbo-Jet,A319-112,AIRBUS INDUSTRIE
4335,N916RW,509.70585081029554,101.65169208770257,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4336,N916SW,446.7244786944696,90.2880326382593,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4337,N916UW,956.0795559666975,156.46901017576317,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4338,N917CA,425.2029330659313,94.02970669340687,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4339,N917DE,559.9847251962883,106.52719486081371,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4340,N917DL,541.4477756286267,104.15802707930368,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4341,N917EV,410.24536391896237,88.98585057348055,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4342,N917FJ,468.761417697431,96.40413891531874,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4343,N917FR,895.6301369863014,143.91405214317277,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4344,N917SW,448.2258153676064,90.3899023401511,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4345,N917UW,934.8572364112639,153.58284217419776,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4346,N918AE,409.4994984954865,87.48913406887328,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4347,N918CA,434.8630569228827,95.56140350877193,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4348,N918DE,556.8891007914561,106.05559263850482,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4349,N918DL,547.1636841573147,104.63461732888484,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4350,N918FJ,464.124701385571,95.98566650740564,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4351,N918FR,887.3690210102816,142.80911935628075,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4352,N918SW,442.8074797347089,89.88172439204126,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4353,N918UA,528.9518072289156,100.36617238183503,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4354,N918UW,942.7362560890745,154.1920668058455,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4355,N919AT,596.562336203669,111.93326469487083,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4356,N919DE,556.8188095701225,106.15789729624586,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4357,N919DL,558.6333231676324,106.11004371251398,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4358,N919EV,413.9240506329114,89.54462836741318,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4359,N919FJ,474.9677021696252,97.04166666666667,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4360,N919FR,892.959236773634,143.60776235906332,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4361,N919SW,439.91459400146306,89.42318946598391,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4362,N919UA,531.2659441433931,100.66947660954145,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4363,N919UW,926.6526019690576,151.8804500703235,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4364,N920AT,592.9801644895985,111.5492985002419,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4365,N920CA,435.5500188750472,95.56939725682648,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4366,N920DE,560.9521871820956,106.51247396211791,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4367,N920DL,556.2619684082624,106.02055893074119,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4368,N920EV,463.9306700486155,96.53128302684422,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4369,N920FJ,462.4080378250591,95.47494089834515,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4370,N920FR,896.8478971453476,144.10743081281325,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4371,N920SW,454.28809411764706,91.2420705882353,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4372,N920UW,992.6374881065652,160.72502378686966,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4373,N921AT,599.7210152284264,112.3541116751269,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4374,N921DL,552.3706981829541,105.20076013953246,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4375,N921EV,409.42853841709996,89.09555170421721,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4376,N921FJ,468.07747318235994,96.71418355184744,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4377,N921FR,891.6334433443344,143.3907590759076,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4378,N921RW,585.0978831080664,110.33493797444918,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4379,N921UA,535.4031367041199,101.13877054169203,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4380,N921UW,971.1009749303621,157.28621169916434,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4381,N922AE,390.13112667091025,85.1479949077021,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4382,N922AT,602.9253328535444,112.37423533645196,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4383,N922DL,558.9701977127351,106.35762744717968,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4384,N922EV,403.706441999083,88.32989454378725,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4385,N922FJ,483.24333333333334,98.39880952380952,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4386,N922FR,904.9119804400978,145.19004223160704,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4387,N922UA,531.4956018627405,100.66691754080625,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4388,N922UW,970.9604743083004,157.78577075098815,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4389,N923AE,425.6712398373984,88.71375338753387,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4390,N923AT,615.8667937314697,114.11372299872936,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4391,N923DL,552.4455366895045,105.33948962367192,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4392,N923EV,406.9663366336634,88.84461269656377,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4393,N923FJ,474.7911007025761,97.10679156908665,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4394,N923FR,880.8512200388685,142.14446123947312,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4395,N923RW,577.0187128587685,109.82456694904539,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4396,N923SW,445.72495412844034,90.31853211009174,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4397,N923UA,535.6130505088937,101.01388756777324,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4398,N923UW,959.3957481602616,156.83319705641864,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4399,N924AT,598.2120012183979,112.23261244796426,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4400,N924CA,427.66583696328564,94.32632233976354,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4401,N924DL,556.7240417398492,105.72776113234838,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4402,N924EV,477.7011660188784,98.34902831760134,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4403,N924FJ,477.2762378583274,97.21914238332148,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4404,N924FR,903.2362050163576,144.95834242093784,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4405,N924RW,508.32040413424687,101.54023922889327,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4406,N924SW,448.4995417048579,90.33886342804766,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4407,N924UA,535.6800395536093,101.07364505344447,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4408,N924UW,954.2355008787346,156.7829525483304,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4409,N925AE,409.6245576786978,87.79246284501062,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4410,N925AT,598.6883580756781,112.36120102690032,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4411,N925DL,546.597268311451,104.78103207810321,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4412,N925EV,404.95170028818444,88.47688760806916,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4413,N925FJ,470.22598732325696,96.99317406143345,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4414,N925FR,885.2425531914894,142.6204255319149,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4415,N925SW,438.3406148867314,89.34807623157138,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4416,N925UA,532.6651431320664,100.76203993264373,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4417,N925US,500.3438583457157,100.53429915799902,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,MCDONNELL DOUGLAS
4418,N925UW,977.2176977290525,158.9193422083007,Fixed Wing Multi-Engine,Turbo-Fan,757-225,BOEING
4419,N926AT,598.5107508336208,112.20616304472807,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4420,N926CA,431.94587694664284,95.12215981618586,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4421,N926DL,559.1263838542177,106.29445478593122,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4422,N926EV,469.8973861431343,97.40406346307499,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4423,N926FR,876.022346368715,141.55737000429738,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4424,N926LR,471.1894762249578,96.42336471156167,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4425,N926NW,503.944736541319,100.86141273288376,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,DOUGLAS
4426,N926SW,451.5213051113781,90.89426009797579,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4427,N927AT,600.9476164383561,112.81819178082192,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4428,N927CA,416.83431589290103,92.9334315892901,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4429,N927DA,553.4306179914045,105.73763770192166,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4430,N927EV,475.41726700971986,98.07078330474558,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4431,N927FR,877.4870912220309,141.71665232358004,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4432,N927LR,471.4904842206697,97.20115634786798,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4433,N927SW,446.8088876772083,90.09323882224646,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4434,N927UA,535.7719602512421,101.09970468288567,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4435,N927UW,919.0140449438202,152.01123595505618,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4436,N928AE,406.5219715956558,87.48203842940686,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4437,N928AT,599.4233771569433,112.33504519309778,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4438,N928DL,559.5223261645289,106.50260391551741,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4439,N928EV,487.9404820462371,99.8989998360387,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4440,N928FR,887.0884840598569,142.91476903057904,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4441,N928LR,464.80921834164883,96.0351627464956,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4442,N928SW,451.10139017608896,90.65032437442076,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4443,N928UA,541.7018470913073,101.92877886217568,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4444,N929AT,597.9147084421236,112.19386422976501,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4445,N929CA,441.35135135135135,96.52676715176715,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4446,N929DL,555.1169743664292,105.87566022193148,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4447,N929EV,480.97945092881804,99.13348676639816,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4448,N929FR,895.9963187527068,144.06019922044175,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4449,N929LR,486.48808956646025,98.62529776083849,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4450,N929SW,452.0144712430427,90.81289424860853,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4451,N929UA,533.7102997223922,100.83080035759657,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4452,N929UW,985.778076664425,159.3759246805649,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4453,N930AT,596.3504907555352,112.2352202693449,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4454,N930DL,547.6026709557927,104.93624798947215,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4455,N930EV,484.36592950932965,99.30425017277125,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4456,N930FR,890.1608346011736,143.2592914583786,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4457,N930LR,471.63777459407834,96.94102196752627,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4458,N930SW,443.78076123316157,90.29192658891601,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4459,N930UA,534.9637941782956,100.92302158273381,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4460,N930UW,978.4386440677966,159.0,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4461,N931AE,412.1197615290198,88.03489391548308,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4462,N931CA,440.3765249775266,96.17413638114807,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4463,N931DL,552.3555277590687,105.57918791494275,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4464,N931EV,485.5676939058172,99.59954986149584,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4465,N931FR,899.0459820451061,144.48806656448434,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4466,N931LR,466.8325029655991,96.26785290628708,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4467,N932AE,421.4272976680384,89.01217421124828,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4468,N932AT,597.3420496272394,112.39879826415934,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4469,N932CA,435.73013646218595,95.84963652595333,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4470,N932DL,560.0952776691436,106.42158779820102,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4471,N932EV,486.04050453011195,99.63012968555694,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4472,N932FR,890.5579520697167,143.32919389978213,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4473,N932LR,473.27621167161226,96.9690900098912,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4474,N932SW,445.586785284033,90.13316652766194,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4475,N932UA,535.4280942660976,101.06272035628132,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4476,N932UW,1069.3870566272558,169.58369632856255,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4477,N9331,429.51816642080536,91.29918592580451,,,,
4478,N9332,506.5773672055427,101.1709584295612,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4479,N9333,498.46252085739957,99.92042099858811,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4480,N9336,504.71699964949175,101.04787942516649,,,,
4481,N9337,505.5435646415203,101.09357903829542,,,,
4482,N9338,491.4983329364134,99.22791140747798,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4483,N9339,485.0645234450303,98.39967114588649,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4484,N933AT,606.5833069202324,113.41162176439514,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4485,N933CA,447.7038332038332,97.12444962444962,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4486,N933DL,549.2506022935338,104.98010022164402,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4487,N933EV,480.6026681088877,98.88768703803858,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4488,N933FR,879.7322404371585,142.09814207650274,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4489,N933JN,427.10519866970066,89.96184141431822,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4490,N933LR,470.7168099331423,96.54465138490926,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4491,N933UA,539.1271651880016,101.53109890625734,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4492,N933UW,1042.5574193548387,166.06967741935483,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4493,N9343,488.318843917324,98.9396626173067,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-31,DOUGLAS
4494,N9346,526.5916484296446,103.36765836635713,Fixed Wing Multi-Engine,Turbo-Jet,DC-9-32,DOUGLAS
4495,N934AT,603.6356233034036,112.94612653998747,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4496,N934DL,551.3238973654516,105.29485355443262,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4497,N934EV,491.4040215974679,100.68851238130702,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4498,N934FJ,475.52569644572526,97.17867435158502,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4499,N934FR,877.469696969697,141.7936406316688,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4500,N934SW,444.2182938990119,89.88777082766748,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4501,N934UA,536.4207772795216,101.43152092675635,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4502,N934UW,1019.6583442838371,163.37056504599212,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4503,N935AE,409.9679211469534,87.9258064516129,Fixed Wing Multi-Engine,Turbo-Fan,EMB-145LR,EMBRAER
4504,N935AT,597.3525372814075,112.36905911382898,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4505,N935DL,545.3360985901985,104.685432051405,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4506,N935EV,490.8685910375454,100.42228502220428,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4507,N935FR,891.3764935911362,143.49728437975233,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4508,N935LR,469.4439241395458,96.66026691641302,Fixed Wing Multi-Engine,Turbo-Fan,CL600-2D24,BOMBARDIER INC
4509,N935SW,448.0744996648473,90.3954802259887,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4510,N935UA,655.0529071062598,117.83113338902812,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4511,N935UW,1102.128294036061,173.35436893203882,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4512,N936AT,604.7576255279212,113.21152041295167,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4513,N936CA,459.2707339094544,99.05894492454534,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4514,N936DL,548.8829910887252,105.2162437039907,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4515,N936EV,493.1188671719186,100.84802552852014,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4516,N936FR,885.3039712716519,142.705745669624,Fixed Wing Multi-Engine,Turbo-Fan,A319-111,AIRBUS
4517,N936SW,442.230138483965,89.6576166180758,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
4518,N936UA,651.8748041190956,117.3808910780253,Fixed Wing Multi-Engine,Turbo-Fan,737-522,BOEING
4519,N936UW,1001.4196496572735,162.10586443259712,Fixed Wing Multi-Engine,Turbo-Fan,757-2B7,BOEING
4520,N937AT,596.5255312400888,112.244211861719,Fixed Wing Multi-Engine,Turbo-Fan,717-200,BOEING
4521,N937CA,452.8659054699947,98.39192777482741,Fixed Wing Multi-Engine,Turbo-Jet,CL-600-2B19,CANADAIR
4522,N937DL,544.601051625239,104.50420650095602,Fixed Wing Multi-Engine,Turbo-Fan,MD-88,MCDONNELL DOUGLAS AIRCRAFT CO
4523,N937EV,487.0389039949801,99.90148504496968,Fixed Wing Multi-Engine,Turbo-Fan,CL-600-2B19,BOMBARDIER INC
