,UniqueCarrier,Origin,Dest,Route,count,Description,lat1,long1,lat2,long2
11454,CO,BOS,SDF,BOSSDF,1,Continental Air Lines Inc.,42.3643475,-71.00517917,38.17438889,-85.736
11455,OH,BOS,SDF,BOSSDF,101,Comair Inc.,42.3643475,-71.00517917,38.17438889,-85.736
11456,US,BWI,SDF,BWISDF,968,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.17540167,-76.66819833,38.17438889,-85.736
11457,WN,BWI,SDF,BWISDF,18281,Southwest Airlines Co.,39.17540167,-76.66819833,38.17438889,-85.736
11458,EV,CHA,SDF,CHASDF,1,Atlantic Southeast Airlines,35.03526833,-85.20378778,38.17438889,-85.736
11459,CO,CLE,SDF,CLESDF,248,Continental Air Lines Inc.,41.41089417,-81.84939667,38.17438889,-85.736
11460,XE,CLE,SDF,CLESDF,5180,Expressjet Airlines Inc.,41.41089417,-81.84939667,38.17438889,-85.736
11461,US,CLT,SDF,CLTSDF,8217,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,38.17438889,-85.736
11462,YV,CLT,SDF,CLTSDF,47,Mesa Airlines Inc.,35.21401111,-80.94312583,38.17438889,-85.736
11463,AA,CVG,SDF,CVGSDF,1,American Airlines Inc.,39.04614278,-84.6621725,38.17438889,-85.736
11464,DH,CVG,SDF,CVGSDF,523,Independence Air,39.04614278,-84.6621725,38.17438889,-85.736
11465,DL,CVG,SDF,CVGSDF,12031,Delta Air Lines Inc.,39.04614278,-84.6621725,38.17438889,-85.736
11466,EV,CVG,SDF,CVGSDF,715,Atlantic Southeast Airlines,39.04614278,-84.6621725,38.17438889,-85.736
11467,NW,CVG,SDF,CVGSDF,1,Northwest Airlines Inc.,39.04614278,-84.6621725,38.17438889,-85.736
11468,OH,CVG,SDF,CVGSDF,6728,Comair Inc.,39.04614278,-84.6621725,38.17438889,-85.736
11469,US,DCA,SDF,DCASDF,3539,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),38.85208333,-77.03772222,38.17438889,-85.736
11470,F9,DEN,SDF,DENSDF,94,Frontier Airlines Inc.,39.85840806,-104.6670019,38.17438889,-85.736
11471,AA,DFW,SDF,DFWSDF,10235,American Airlines Inc.,32.89595056,-97.0372,38.17438889,-85.736
11472,DL,DFW,SDF,DFWSDF,2126,Delta Air Lines Inc.,32.89595056,-97.0372,38.17438889,-85.736
11473,EV,DFW,SDF,DFWSDF,678,Atlantic Southeast Airlines,32.89595056,-97.0372,38.17438889,-85.736
11474,MQ,DFW,SDF,DFWSDF,3958,American Eagle Airlines Inc.,32.89595056,-97.0372,38.17438889,-85.736
11475,OO,DFW,SDF,DFWSDF,595,Skywest Airlines Inc.,32.89595056,-97.0372,38.17438889,-85.736
11476,9E,DTW,SDF,DTWSDF,573,Pinnacle Airlines Inc.,42.21205889,-83.34883583,38.17438889,-85.736
11477,NW,DTW,SDF,DTWSDF,12663,Northwest Airlines Inc.,42.21205889,-83.34883583,38.17438889,-85.736
11478,DH,IAD,SDF,IADSDF,1763,Independence Air,38.94453194,-77.45580972,38.17438889,-85.736
11479,CO,IAH,SDF,IAHSDF,4584,Continental Air Lines Inc.,29.98047222,-95.33972222,38.17438889,-85.736
11480,XE,IAH,SDF,IAHSDF,6274,Expressjet Airlines Inc.,29.98047222,-95.33972222,38.17438889,-85.736
11481,CO,IND,SDF,INDSDF,1,Continental Air Lines Inc.,39.71732917,-86.29438417,38.17438889,-85.736
11482,DL,LEX,SDF,LEXSDF,606,Delta Air Lines Inc.,38.03697222,-84.60538889,38.17438889,-85.736
11483,MQ,LGA,SDF,LGASDF,232,American Eagle Airlines Inc.,40.77724306,-73.87260917,38.17438889,-85.736
11484,OH,LGA,SDF,LGASDF,5,Comair Inc.,40.77724306,-73.87260917,38.17438889,-85.736
11485,US,LGA,SDF,LGASDF,1459,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.77724306,-73.87260917,38.17438889,-85.736
11486,TW,LIT,SDF,LITSDF,1,Trans World Airways LLC,34.72939611,-92.22424556,38.17438889,-85.736
11487,XE,MCI,SDF,MCISDF,411,Expressjet Airlines Inc.,39.29760528,-94.71390556,38.17438889,-85.736
11488,WN,MDW,SDF,MDWSDF,25103,Southwest Airlines Co.,41.7859825,-87.75242444,38.17438889,-85.736
11489,9E,MEM,SDF,MEMSDF,1040,Pinnacle Airlines Inc.,35.04241667,-89.97666667,38.17438889,-85.736
11490,NW,MEM,SDF,MEMSDF,2978,Northwest Airlines Inc.,35.04241667,-89.97666667,38.17438889,-85.736
11491,9E,MSP,SDF,MSPSDF,653,Pinnacle Airlines Inc.,44.88054694,-93.2169225,38.17438889,-85.736
11492,NW,MSP,SDF,MSPSDF,7572,Northwest Airlines Inc.,44.88054694,-93.2169225,38.17438889,-85.736
11493,US,PHL,SDF,PHLSDF,1481,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.87195278,-75.24114083,38.17438889,-85.736
11494,YV,PHL,SDF,PHLSDF,1,Mesa Airlines Inc.,39.87195278,-75.24114083,38.17438889,-85.736
11495,US,PIT,SDF,PITSDF,9129,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.49146583,-80.23287083,38.17438889,-85.736
11496,MQ,RDU,SDF,RDUSDF,476,American Eagle Airlines Inc.,35.87763889,-78.78747222,38.17438889,-85.736
11497,XE,RDU,SDF,RDUSDF,413,Expressjet Airlines Inc.,35.87763889,-78.78747222,38.17438889,-85.736
11498,OO,SLC,SDF,SLCSDF,3,Skywest Airlines Inc.,40.78838778,-111.9777731,38.17438889,-85.736
11499,AA,STL,SDF,STLSDF,2148,American Airlines Inc.,38.74768694,-90.35998972,38.17438889,-85.736
11500,TW,STL,SDF,STLSDF,10259,Trans World Airways LLC,38.74768694,-90.35998972,38.17438889,-85.736
11501,WN,STL,SDF,STLSDF,17488,Southwest Airlines Co.,38.74768694,-90.35998972,38.17438889,-85.736
11502,AA,TYS,SDF,TYSSDF,1,American Airlines Inc.,35.81248722,-83.99285583,38.17438889,-85.736
11503,OO,TYS,SDF,TYSSDF,2,Skywest Airlines Inc.,35.81248722,-83.99285583,38.17438889,-85.736
11504,UA,TYS,SDF,TYSSDF,1,United Air Lines Inc.,35.81248722,-83.99285583,38.17438889,-85.736
11505,OO,XNA,SDF,XNASDF,1,Skywest Airlines Inc.,36.28186944,-94.30681111,38.17438889,-85.736
11506,CO,EWR,SDF,EWRSDF,714,Continental Air Lines Inc.,40.69249722,-74.16866056,38.17438889,-85.736
11507,XE,EWR,SDF,EWRSDF,4782,Expressjet Airlines Inc.,40.69249722,-74.16866056,38.17438889,-85.736
11508,OH,JFK,SDF,JFKSDF,597,Comair Inc.,40.63975111,-73.77892556,38.17438889,-85.736
11509,WN,LAS,SDF,LASSDF,2615,Southwest Airlines Co.,36.08036111,-115.1523333,38.17438889,-85.736
11510,CO,LAX,SDF,LAXSDF,1,Continental Air Lines Inc.,33.94253611,-118.4080744,38.17438889,-85.736
11511,DL,MCO,SDF,MCOSDF,3696,Delta Air Lines Inc.,28.42888889,-81.31602778,38.17438889,-85.736
11512,WN,MCO,SDF,MCOSDF,4412,Southwest Airlines Co.,28.42888889,-81.31602778,38.17438889,-85.736
11513,MQ,MIA,SDF,MIASDF,916,American Eagle Airlines Inc.,25.79325,-80.29055556,38.17438889,-85.736
11514,MQ,ORD,SDF,ORDSDF,9960,American Eagle Airlines Inc.,41.979595,-87.90446417,38.17438889,-85.736
11515,OO,ORD,SDF,ORDSDF,2252,Skywest Airlines Inc.,41.979595,-87.90446417,38.17438889,-85.736
11516,UA,ORD,SDF,ORDSDF,3154,United Air Lines Inc.,41.979595,-87.90446417,38.17438889,-85.736
11517,WN,PHX,SDF,PHXSDF,3847,Southwest Airlines Co.,33.43416667,-112.0080556,38.17438889,-85.736
11518,CO,SFO,SDF,SFOSDF,2,Continental Air Lines Inc.,37.61900194,-122.3748433,38.17438889,-85.736
11519,WN,TPA,SDF,TPASDF,4360,Southwest Airlines Co.,27.97547222,-82.53325,38.17438889,-85.736
11520,DL,ATL,SEA,ATLSEA,16447,Delta Air Lines Inc.,33.64044444,-84.42694444,47.44898194,-122.3093131
11521,FL,ATL,SEA,ATLSEA,699,AirTran Airways Corporation,33.64044444,-84.42694444,47.44898194,-122.3093131
11522,AA,AUS,SEA,AUSSEA,246,American Airlines Inc.,30.19453278,-97.66987194,47.44898194,-122.3093131
11523,CO,AUS,SEA,AUSSEA,3,Continental Air Lines Inc.,30.19453278,-97.66987194,47.44898194,-122.3093131
11524,WN,BNA,SEA,BNASEA,3188,Southwest Airlines Co.,36.12447667,-86.67818222,47.44898194,-122.3093131
11525,AA,BOS,SEA,BOSSEA,2174,American Airlines Inc.,42.3643475,-71.00517917,47.44898194,-122.3093131
11526,AS,BOS,SEA,BOSSEA,3041,Alaska Airlines Inc.,42.3643475,-71.00517917,47.44898194,-122.3093131
11527,B6,BOS,SEA,BOSSEA,784,JetBlue Airways,42.3643475,-71.00517917,47.44898194,-122.3093131
11528,NW,BOS,SEA,BOSSEA,1559,Northwest Airlines Inc.,42.3643475,-71.00517917,47.44898194,-122.3093131
11529,FL,BWI,SEA,BWISEA,100,AirTran Airways Corporation,39.17540167,-76.66819833,47.44898194,-122.3093131
11530,US,BWI,SEA,BWISEA,200,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.17540167,-76.66819833,47.44898194,-122.3093131
11531,WN,BWI,SEA,BWISEA,7,Southwest Airlines Co.,39.17540167,-76.66819833,47.44898194,-122.3093131
11532,CO,CLE,SEA,CLESEA,2142,Continental Air Lines Inc.,41.41089417,-81.84939667,47.44898194,-122.3093131
11533,US,CLT,SEA,CLTSEA,5730,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,47.44898194,-122.3093131
11534,DL,CVG,SEA,CVGSEA,13554,Delta Air Lines Inc.,39.04614278,-84.6621725,47.44898194,-122.3093131
11535,AS,DCA,SEA,DCASEA,3473,Alaska Airlines Inc.,38.85208333,-77.03772222,47.44898194,-122.3093131
11536,AS,DEN,SEA,DENSEA,7738,Alaska Airlines Inc.,39.85840806,-104.6670019,47.44898194,-122.3093131
11537,F9,DEN,SEA,DENSEA,3932,Frontier Airlines Inc.,39.85840806,-104.6670019,47.44898194,-122.3093131
11538,UA,DEN,SEA,DENSEA,37442,United Air Lines Inc.,39.85840806,-104.6670019,47.44898194,-122.3093131
11539,WN,DEN,SEA,DENSEA,215,Southwest Airlines Co.,39.85840806,-104.6670019,47.44898194,-122.3093131
11540,AA,DFW,SEA,DFWSEA,34825,American Airlines Inc.,32.89595056,-97.0372,47.44898194,-122.3093131
11541,AS,DFW,SEA,DFWSEA,2241,Alaska Airlines Inc.,32.89595056,-97.0372,47.44898194,-122.3093131
11542,DL,DFW,SEA,DFWSEA,9748,Delta Air Lines Inc.,32.89595056,-97.0372,47.44898194,-122.3093131
11543,NW,DTW,SEA,DTWSEA,19286,Northwest Airlines Inc.,42.21205889,-83.34883583,47.44898194,-122.3093131
11544,AS,IAD,SEA,IADSEA,2323,Alaska Airlines Inc.,38.94453194,-77.45580972,47.44898194,-122.3093131
11545,DH,IAD,SEA,IADSEA,197,Independence Air,38.94453194,-77.45580972,47.44898194,-122.3093131
11546,UA,IAD,SEA,IADSEA,12331,United Air Lines Inc.,38.94453194,-77.45580972,47.44898194,-122.3093131
11547,CO,IAH,SEA,IAHSEA,21216,Continental Air Lines Inc.,29.98047222,-95.33972222,47.44898194,-122.3093131
11548,TW,ICT,SEA,ICTSEA,105,Trans World Airways LLC,37.64995889,-97.43304583,47.44898194,-122.3093131
11549,NW,IND,SEA,INDSEA,220,Northwest Airlines Inc.,39.71732917,-86.29438417,47.44898194,-122.3093131
11550,WN,MCI,SEA,MCISEA,3243,Southwest Airlines Co.,39.29760528,-94.71390556,47.44898194,-122.3093131
11551,TZ,MDW,SEA,MDWSEA,2143,ATA Airlines d/b/a ATA,41.7859825,-87.75242444,47.44898194,-122.3093131
11552,WN,MDW,SEA,MDWSEA,5494,Southwest Airlines Co.,41.7859825,-87.75242444,47.44898194,-122.3093131
11553,NW,MEM,SEA,MEMSEA,6860,Northwest Airlines Inc.,35.04241667,-89.97666667,47.44898194,-122.3093131
11554,NW,MSP,SEA,MSPSEA,27596,Northwest Airlines Inc.,44.88054694,-93.2169225,47.44898194,-122.3093131
11555,US,PHL,SEA,PHLSEA,9478,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.87195278,-75.24114083,47.44898194,-122.3093131
11556,US,PIT,SEA,PITSEA,9841,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),40.49146583,-80.23287083,47.44898194,-122.3093131
11557,DL,SLC,SEA,SLCSEA,23520,Delta Air Lines Inc.,40.78838778,-111.9777731,47.44898194,-122.3093131
11558,EV,SLC,SEA,SLCSEA,270,Atlantic Southeast Airlines,40.78838778,-111.9777731,47.44898194,-122.3093131
11559,OH,SLC,SEA,SLCSEA,91,Comair Inc.,40.78838778,-111.9777731,47.44898194,-122.3093131
11560,OO,SLC,SEA,SLCSEA,3070,Skywest Airlines Inc.,40.78838778,-111.9777731,47.44898194,-122.3093131
11561,WN,SLC,SEA,SLCSEA,12669,Southwest Airlines Co.,40.78838778,-111.9777731,47.44898194,-122.3093131
11562,AA,STL,SEA,STLSEA,6014,American Airlines Inc.,38.74768694,-90.35998972,47.44898194,-122.3093131
11563,TW,STL,SEA,STLSEA,11706,Trans World Airways LLC,38.74768694,-90.35998972,47.44898194,-122.3093131
11564,WN,ABQ,SEA,ABQSEA,3303,Southwest Airlines Co.,35.04022222,-106.6091944,47.44898194,-122.3093131
11565,AA,ANC,SEA,ANCSEA,30,American Airlines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11566,AS,ANC,SEA,ANCSEA,67002,Alaska Airlines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11567,CO,ANC,SEA,ANCSEA,5812,Continental Air Lines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11568,DL,ANC,SEA,ANCSEA,2351,Delta Air Lines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11569,HP,ANC,SEA,ANCSEA,938,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),61.17432028,-149.9961856,47.44898194,-122.3093131
11570,NW,ANC,SEA,ANCSEA,6,Northwest Airlines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11571,UA,ANC,SEA,ANCSEA,3781,United Air Lines Inc.,61.17432028,-149.9961856,47.44898194,-122.3093131
11572,AS,BUR,SEA,BURSEA,13880,Alaska Airlines Inc.,34.20061917,-118.3584969,47.44898194,-122.3093131
11573,AS,EWR,SEA,EWRSEA,3542,Alaska Airlines Inc.,40.69249722,-74.16866056,47.44898194,-122.3093131
11574,CO,EWR,SEA,EWRSEA,14137,Continental Air Lines Inc.,40.69249722,-74.16866056,47.44898194,-122.3093131
11575,UA,EWR,SEA,EWRSEA,278,United Air Lines Inc.,40.69249722,-74.16866056,47.44898194,-122.3093131
11576,AS,HNL,SEA,HNLSEA,81,Alaska Airlines Inc.,21.31869111,-157.9224072,47.44898194,-122.3093131
11577,HA,HNL,SEA,HNLSEA,1987,Hawaiian Airlines Inc.,21.31869111,-157.9224072,47.44898194,-122.3093131
11578,NW,HNL,SEA,HNLSEA,7458,Northwest Airlines Inc.,21.31869111,-157.9224072,47.44898194,-122.3093131
11579,TZ,HNL,SEA,HNLSEA,405,ATA Airlines d/b/a ATA,21.31869111,-157.9224072,47.44898194,-122.3093131
11580,UA,HNL,SEA,HNLSEA,53,United Air Lines Inc.,21.31869111,-157.9224072,47.44898194,-122.3093131
11581,AA,JFK,SEA,JFKSEA,3356,American Airlines Inc.,40.63975111,-73.77892556,47.44898194,-122.3093131
11582,B6,JFK,SEA,JFKSEA,2261,JetBlue Airways,40.63975111,-73.77892556,47.44898194,-122.3093131
11583,DL,JFK,SEA,JFKSEA,5397,Delta Air Lines Inc.,40.63975111,-73.77892556,47.44898194,-122.3093131
11584,TW,JFK,SEA,JFKSEA,526,Trans World Airways LLC,40.63975111,-73.77892556,47.44898194,-122.3093131
11585,UA,JFK,SEA,JFKSEA,2695,United Air Lines Inc.,40.63975111,-73.77892556,47.44898194,-122.3093131
11586,NW,KOA,SEA,KOASEA,1263,Northwest Airlines Inc.,19.73876583,-156.0456314,47.44898194,-122.3093131
11587,AS,LAS,SEA,LASSEA,29424,Alaska Airlines Inc.,36.08036111,-115.1523333,47.44898194,-122.3093131
11588,HP,LAS,SEA,LASSEA,7713,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),36.08036111,-115.1523333,47.44898194,-122.3093131
11589,US,LAS,SEA,LASSEA,2733,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),36.08036111,-115.1523333,47.44898194,-122.3093131
11590,WN,LAS,SEA,LASSEA,8144,Southwest Airlines Co.,36.08036111,-115.1523333,47.44898194,-122.3093131
11591,YV,LAS,SEA,LASSEA,390,Mesa Airlines Inc.,36.08036111,-115.1523333,47.44898194,-122.3093131
11592,AS,LAX,SEA,LAXSEA,57028,Alaska Airlines Inc.,33.94253611,-118.4080744,47.44898194,-122.3093131
11593,DL,LAX,SEA,LAXSEA,1244,Delta Air Lines Inc.,33.94253611,-118.4080744,47.44898194,-122.3093131
11594,UA,LAX,SEA,LAXSEA,24287,United Air Lines Inc.,33.94253611,-118.4080744,47.44898194,-122.3093131
11595,XE,LAX,SEA,LAXSEA,530,Expressjet Airlines Inc.,33.94253611,-118.4080744,47.44898194,-122.3093131
11596,AS,LGB,SEA,LGBSEA,4832,Alaska Airlines Inc.,33.81772222,-118.1516111,47.44898194,-122.3093131
11597,AS,LIH,SEA,LIHSEA,64,Alaska Airlines Inc.,21.97598306,-159.3389581,47.44898194,-122.3093131
11598,AS,MCO,SEA,MCOSEA,3120,Alaska Airlines Inc.,28.42888889,-81.31602778,47.44898194,-122.3093131
11599,AA,MIA,SEA,MIASEA,2178,American Airlines Inc.,25.79325,-80.29055556,47.44898194,-122.3093131
11600,AS,MIA,SEA,MIASEA,1737,Alaska Airlines Inc.,25.79325,-80.29055556,47.44898194,-122.3093131
11601,CO,MSY,SEA,MSYSEA,1,Continental Air Lines Inc.,29.99338889,-90.25802778,47.44898194,-122.3093131
11602,AS,OAK,SEA,OAKSEA,31487,Alaska Airlines Inc.,37.72129083,-122.2207167,47.44898194,-122.3093131
11603,UA,OAK,SEA,OAKSEA,21,United Air Lines Inc.,37.72129083,-122.2207167,47.44898194,-122.3093131
11604,WN,OAK,SEA,OAKSEA,30114,Southwest Airlines Co.,37.72129083,-122.2207167,47.44898194,-122.3093131
11605,HA,OGG,SEA,OGGSEA,1159,Hawaiian Airlines Inc.,20.89864972,-156.4304578,47.44898194,-122.3093131
11606,NW,OGG,SEA,OGGSEA,207,Northwest Airlines Inc.,20.89864972,-156.4304578,47.44898194,-122.3093131
11607,AS,ONT,SEA,ONTSEA,17117,Alaska Airlines Inc.,34.056,-117.6011944,47.44898194,-122.3093131
11608,AA,ORD,SEA,ORDSEA,21824,American Airlines Inc.,41.979595,-87.90446417,47.44898194,-122.3093131
11609,AS,ORD,SEA,ORDSEA,3804,Alaska Airlines Inc.,41.979595,-87.90446417,47.44898194,-122.3093131
11610,CO,ORD,SEA,ORDSEA,81,Continental Air Lines Inc.,41.979595,-87.90446417,47.44898194,-122.3093131
11611,UA,ORD,SEA,ORDSEA,33703,United Air Lines Inc.,41.979595,-87.90446417,47.44898194,-122.3093131
11612,AA,PDX,SEA,PDXSEA,4,American Airlines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11613,AS,PDX,SEA,PDXSEA,7557,Alaska Airlines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11614,CO,PDX,SEA,PDXSEA,2,Continental Air Lines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11615,DL,PDX,SEA,PDXSEA,3738,Delta Air Lines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11616,HA,PDX,SEA,PDXSEA,1,Hawaiian Airlines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11617,OO,PDX,SEA,PDXSEA,11007,Skywest Airlines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11618,TW,PDX,SEA,PDXSEA,1855,Trans World Airways LLC,45.58872222,-122.5975,47.44898194,-122.3093131
11619,UA,PDX,SEA,PDXSEA,3,United Air Lines Inc.,45.58872222,-122.5975,47.44898194,-122.3093131
11620,AS,PHX,SEA,PHXSEA,26069,Alaska Airlines Inc.,33.43416667,-112.0080556,47.44898194,-122.3093131
11621,HP,PHX,SEA,PHXSEA,19346,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.43416667,-112.0080556,47.44898194,-122.3093131
11622,US,PHX,SEA,PHXSEA,3633,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),33.43416667,-112.0080556,47.44898194,-122.3093131
11623,WN,PHX,SEA,PHXSEA,7230,Southwest Airlines Co.,33.43416667,-112.0080556,47.44898194,-122.3093131
11624,YV,PHX,SEA,PHXSEA,165,Mesa Airlines Inc.,33.43416667,-112.0080556,47.44898194,-122.3093131
11625,AS,PSP,SEA,PSPSEA,6141,Alaska Airlines Inc.,33.82921556,-116.5062531,47.44898194,-122.3093131
11626,AA,RNO,SEA,RNOSEA,858,American Airlines Inc.,39.49857611,-119.7680647,47.44898194,-122.3093131
11627,AS,RNO,SEA,RNOSEA,13380,Alaska Airlines Inc.,39.49857611,-119.7680647,47.44898194,-122.3093131
11628,WN,RNO,SEA,RNOSEA,12595,Southwest Airlines Co.,39.49857611,-119.7680647,47.44898194,-122.3093131
11629,AS,SAN,SEA,SANSEA,31409,Alaska Airlines Inc.,32.73355611,-117.1896567,47.44898194,-122.3093131
11630,UA,SAN,SEA,SANSEA,1,United Air Lines Inc.,32.73355611,-117.1896567,47.44898194,-122.3093131
11631,AS,SFO,SEA,SFOSEA,33317,Alaska Airlines Inc.,37.61900194,-122.3748433,47.44898194,-122.3093131
11632,OO,SFO,SEA,SFOSEA,1,Skywest Airlines Inc.,37.61900194,-122.3748433,47.44898194,-122.3093131
11633,UA,SFO,SEA,SFOSEA,53817,United Air Lines Inc.,37.61900194,-122.3748433,47.44898194,-122.3093131
11634,AA,SJC,SEA,SJCSEA,2345,American Airlines Inc.,37.36186194,-121.9290089,47.44898194,-122.3093131
11635,AS,SJC,SEA,SJCSEA,31205,Alaska Airlines Inc.,37.36186194,-121.9290089,47.44898194,-122.3093131
11636,HA,SJC,SEA,SJCSEA,1,Hawaiian Airlines Inc.,37.36186194,-121.9290089,47.44898194,-122.3093131
11637,WN,SJC,SEA,SJCSEA,12997,Southwest Airlines Co.,37.36186194,-121.9290089,47.44898194,-122.3093131
11638,AS,SMF,SEA,SMFSEA,23628,Alaska Airlines Inc.,38.69542167,-121.5907669,47.44898194,-122.3093131
11639,WN,SMF,SEA,SMFSEA,16848,Southwest Airlines Co.,38.69542167,-121.5907669,47.44898194,-122.3093131
11640,AA,SNA,SEA,SNASEA,1280,American Airlines Inc.,33.67565861,-117.8682225,47.44898194,-122.3093131
11641,AS,SNA,SEA,SNASEA,27000,Alaska Airlines Inc.,33.67565861,-117.8682225,47.44898194,-122.3093131
11642,HP,SNA,SEA,SNASEA,635,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),33.67565861,-117.8682225,47.44898194,-122.3093131
11643,AS,TUS,SEA,TUSSEA,3695,Alaska Airlines Inc.,32.11608333,-110.9410278,47.44898194,-122.3093131
11644,AS,BOI,SEA,BOISEA,2975,Alaska Airlines Inc.,43.56444444,-116.2227778,47.44898194,-122.3093131
11645,WN,BOI,SEA,BOISEA,12314,Southwest Airlines Co.,43.56444444,-116.2227778,47.44898194,-122.3093131
11646,AS,FAI,SEA,FAISEA,7910,Alaska Airlines Inc.,64.8136775,-147.8596694,47.44898194,-122.3093131
11647,AS,GEG,SEA,GEGSEA,26351,Alaska Airlines Inc.,47.61985556,-117.5338425,47.44898194,-122.3093131
11648,F9,GEG,SEA,GEGSEA,1,Frontier Airlines Inc.,47.61985556,-117.5338425,47.44898194,-122.3093131
11649,OO,GEG,SEA,GEGSEA,7940,Skywest Airlines Inc.,47.61985556,-117.5338425,47.44898194,-122.3093131
11650,WN,GEG,SEA,GEGSEA,25924,Southwest Airlines Co.,47.61985556,-117.5338425,47.44898194,-122.3093131
11651,AS,JNU,SEA,JNUSEA,14354,Alaska Airlines Inc.,58.35496194,-134.5762764,47.44898194,-122.3093131
11652,DL,JNU,SEA,JNUSEA,113,Delta Air Lines Inc.,58.35496194,-134.5762764,47.44898194,-122.3093131
11653,AS,KTN,SEA,KTNSEA,15438,Alaska Airlines Inc.,55.35556861,-131.71374,47.44898194,-122.3093131
11654,AS,SIT,SEA,SITSEA,1833,Alaska Airlines Inc.,57.04713806,-135.3615983,47.44898194,-122.3093131
11655,OO,PSC,SEA,PSCSEA,1997,Skywest Airlines Inc.,46.26468028,-119.1190292,47.44898194,-122.3093131
11656,OO,BLI,SEA,BLISEA,1,Skywest Airlines Inc.,48.79275,-122.5375278,47.44898194,-122.3093131
11657,OO,MFR,SEA,MFRSEA,2,Skywest Airlines Inc.,42.37422778,-122.8734978,47.44898194,-122.3093131
11658,OO,RDM,SEA,RDMSEA,2,Skywest Airlines Inc.,44.25406722,-121.1499633,47.44898194,-122.3093131
11659,DL,ATL,SFO,ATLSFO,26829,Delta Air Lines Inc.,33.64044444,-84.42694444,37.61900194,-122.3748433
11660,FL,ATL,SFO,ATLSFO,2406,AirTran Airways Corporation,33.64044444,-84.42694444,37.61900194,-122.3748433
11661,UA,ATL,SFO,ATLSFO,4486,United Air Lines Inc.,33.64044444,-84.42694444,37.61900194,-122.3748433
11662,OO,AUS,SFO,AUSSFO,150,Skywest Airlines Inc.,30.19453278,-97.66987194,37.61900194,-122.3748433
11663,UA,AUS,SFO,AUSSFO,2531,United Air Lines Inc.,30.19453278,-97.66987194,37.61900194,-122.3748433
11664,UA,BDL,SFO,BDLSFO,1356,United Air Lines Inc.,41.93887417,-72.68322833,37.61900194,-122.3748433
11665,OO,BIL,SFO,BILSFO,13,Skywest Airlines Inc.,45.8076625,-108.5428611,37.61900194,-122.3748433
11666,AA,BOS,SFO,BOSSFO,8504,American Airlines Inc.,42.3643475,-71.00517917,37.61900194,-122.3748433
11667,B6,BOS,SFO,BOSSFO,242,JetBlue Airways,42.3643475,-71.00517917,37.61900194,-122.3748433
11668,DL,BOS,SFO,BOSSFO,196,Delta Air Lines Inc.,42.3643475,-71.00517917,37.61900194,-122.3748433
11669,HP,BOS,SFO,BOSSFO,430,America West Airlines Inc. (Merged with US Airways 9/05. Stopped reporting 10/07.),42.3643475,-71.00517917,37.61900194,-122.3748433
11670,UA,BOS,SFO,BOSSFO,22939,United Air Lines Inc.,42.3643475,-71.00517917,37.61900194,-122.3748433
11671,UA,BWI,SFO,BWISFO,4904,United Air Lines Inc.,39.17540167,-76.66819833,37.61900194,-122.3748433
11672,US,BWI,SFO,BWISFO,3070,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),39.17540167,-76.66819833,37.61900194,-122.3748433
11673,OO,BZN,SFO,BZNSFO,16,Skywest Airlines Inc.,45.77690139,-111.1530072,37.61900194,-122.3748433
11674,CO,CLE,SFO,CLESFO,8169,Continental Air Lines Inc.,41.41089417,-81.84939667,37.61900194,-122.3748433
11675,US,CLT,SFO,CLTSFO,13920,US Airways Inc. (Merged with America West 9/05. Reporting for both starting 10/07.),35.21401111,-80.94312583,37.61900194,-122.3748433
